symbol,model,MAE,RMSE,MAPE
BTCUSDT,lstm,299.4021013681442,444.43650774403295,0.4105337938387092
BTCUSDT,naive,300.29314381270893,445.0031683213652,0.41159657638534164
BTCUSDT,arima,300.5008552951319,445.0584792865693,0.41189275036574485
BTCUSDT,nbeats,361.4903217155933,500.895398287023,0.49889724261253593
