symbol,model,MAE,RMSE,MAPE
BTCUSDT,naive,281.9351170568561,401.08313202625004,0.4163418640483616
BTCUSDT,arima,282.91776611815123,400.8348029401371,0.4177493563083474
BTCUSDT,ast,511.9225795358403,654.1969761077946,0.7662170862656105
