combo,iterations,depth,learning_rate,l2_leaf_reg,bagging_temperature,mean_rmse_cv,std_rmse_cv,sharpe,dir_acc_pct,mae_pct,profit_factor,TP,TN,FP,FN,accuracy,elapsed_s
4,5000,8,0.1,11.0,1.5,0.0052002577685185975,0.0008372357798834852,0.018568423562604262,50.87105038428693,100.16466782854572,1.0590147425774128,4743,1214,4567,1186,0.5087105038428693,5.8
36,5000,6,0.005,7.0,0.5,0.005199088576130664,0.0008369954947145583,0.01856180573727846,50.58923996584116,100.02356955175742,1.0589930966582641,4828,1096,4685,1101,0.5058923996584116,6.3
57,100000,6,0.005,7.0,0.5,0.005199088576130664,0.0008369954947145583,0.01856180573727846,50.58923996584116,100.02356955175742,1.0589930966582641,4828,1096,4685,1101,0.5058923996584116,6.8
135,5000,8,0.03,11.0,1.0,0.005199872955596335,0.0008376153980713294,0.01765311499818963,51.20409906063193,99.97229046254903,1.056025145938567,4852,1144,4637,1077,0.5120409906063194,6.5
137,2000,6,0.001,43.0,1.5,0.005202250430564913,0.0008370538912386493,0.01757046933556422,51.13578138343296,99.98955341679842,1.0557556272887991,4762,1226,4555,1167,0.5113578138343297,25.0
64,2000,8,0.001,25.0,1.0,0.005201835954389731,0.000837093240400439,0.017288507402302714,51.2467976088813,99.9915828734618,1.0548366341469728,5126,875,4906,803,0.512467976088813,37.3
31,2000,6,0.001,15.0,1.0,0.005200861478729132,0.0008371216536366148,0.01721306684976351,50.87959009393681,99.96617231111632,1.0545908892196056,4775,1183,4598,1154,0.5087959009393681,18.8
51,2000,8,0.001,20.0,1.5,0.00520158655759065,0.0008369522590368741,0.017068700778308736,51.14432109308284,99.98575111737141,1.0541207830210262,4982,1007,4774,947,0.5114432109308283,36.9
54,100000,6,0.1,20.0,0.5,0.005201282034271285,0.0008366249075947221,0.015247102933456843,50.794192997438095,100.02177912078642,1.0482071685627878,4927,1021,4760,1002,0.5079419299743809,3.1
98,2000,6,0.1,20.0,0.5,0.005201282034271285,0.0008366249075947221,0.015247102933456843,50.794192997438095,100.02177912078642,1.0482071685627878,4927,1021,4760,1002,0.5079419299743809,2.9
33,100000,8,0.1,15.0,1.0,0.005201603865734783,0.0008368021034388107,0.013370094011316695,50.717335610589245,100.08171050824023,1.0421486714322463,4676,1263,4518,1253,0.5071733561058924,5.2
89,25000,8,0.1,15.0,0.5,0.005201603865734783,0.0008368021034388107,0.013370094011316695,50.717335610589245,100.08171050824023,1.0421486714322463,4676,1263,4518,1253,0.5071733561058924,5.7
43,10000,6,0.1,7.0,1.5,0.005203010585531128,0.0008379289126603929,0.007624179084074643,50.43552519214347,100.0470725770083,1.023820637249605,5301,605,5176,628,0.5043552519214347,2.8
