symbol,model,MAE,RMSE,MAPE
BTCUSDT,lstm,299.647139862989,445.29245935245194,0.41070343265504056
BTCUSDT,naive,300.070066889632,444.946948417847,0.41125039637546706
BTCUSDT,arima,300.54587987464095,445.274041824902,0.4118556370659539
BTCUSDT,nbeats,306.2274919291239,446.45056416483783,0.41833006411657314
