symbol,model,MAE,RMSE,MAPE
BTCUSDT,naive,282.01321070234115,401.08707294502983,0.41644478353423175
BTCUSDT,arima,282.9086252039957,400.803042248191,0.4177234173551753
BTCUSDT,sarima,355.8940312909644,500.49541244743676,0.5253508387075362
BTCUSDT,ast,793.8050882681163,905.9476392234972,1.1766196552355639
