symbol,model,MAE,RMSE,MAPE
BTCUSDT,naive,282.56103678929765,401.5917124331414,0.41724297941447525
BTCUSDT,arima,283.3832812359939,401.2648638136125,0.4184180408269432
BTCUSDT,ast,371.62740651870826,501.68196032335374,0.5516607999856549
