start_ms,open,high,low,close,volume,turnover,timestamp
1762257600000,104531.4,104590.0,103780.9,103904.6,3131.255,325901348.9749,2025-11-04 12:00:00+00:00
1762261200000,103904.6,104200.0,103510.5,103864.8,2421.415,251463797.0685,2025-11-04 13:00:00+00:00
1762264800000,103864.8,104646.5,102858.9,104458.1,11367.469,1177878133.1008,2025-11-04 14:00:00+00:00
1762268400000,104458.1,104813.5,103126.2,103152.6,6691.116,696731432.8395,2025-11-04 15:00:00+00:00
1762272000000,103152.6,103465.1,102109.5,102215.3,10654.14,1094205913.8726,2025-11-04 16:00:00+00:00
1762275600000,102215.3,102215.4,100729.9,101064.2,15153.379,1536398703.5032,2025-11-04 17:00:00+00:00
1762279200000,101064.2,101462.0,99900.1,101318.3,12156.384,1223801744.9968,2025-11-04 18:00:00+00:00
1762282800000,101318.3,101673.2,100347.9,100490.3,5342.452,539990150.7953,2025-11-04 19:00:00+00:00
1762286400000,100490.3,101078.9,99430.0,100715.9,11856.355,1187993076.0413,2025-11-04 20:00:00+00:00
1762290000000,100715.9,100800.0,98888.1,100264.9,11080.231,1104088334.6535,2025-11-04 21:00:00+00:00
1762293600000,100264.9,101867.0,100025.5,101265.6,6075.776,613655147.4212,2025-11-04 22:00:00+00:00
1762297200000,101265.6,101679.8,100842.1,101441.9,3509.761,355416389.8329,2025-11-04 23:00:00+00:00
1762300800000,101441.9,101714.7,100302.6,100529.0,3880.466,391621029.2967,2025-11-05 00:00:00+00:00
1762304400000,100529.0,100976.0,98894.6,100714.1,9127.179,910146270.7486,2025-11-05 01:00:00+00:00
1762308000000,100714.1,101911.0,100703.1,101638.7,6546.903,663475888.2253,2025-11-05 02:00:00+00:00
1762311600000,101638.7,102234.7,101414.1,102093.6,4696.054,478450577.273,2025-11-05 03:00:00+00:00
1762315200000,102093.6,102200.0,101474.2,101946.7,3076.312,313299244.705,2025-11-05 04:00:00+00:00
1762318800000,101946.7,102312.3,101540.8,101769.2,2247.974,229145219.8613,2025-11-05 05:00:00+00:00
1762322400000,101769.2,102088.8,101389.4,102068.5,1929.961,196392194.3795,2025-11-05 06:00:00+00:00
1762326000000,102068.5,102129.1,101550.0,101944.7,1511.669,153972411.4346,2025-11-05 07:00:00+00:00
1762329600000,101944.7,101944.7,101122.8,101650.3,3823.734,387997435.2255,2025-11-05 08:00:00+00:00
1762333200000,101650.3,102178.1,101561.8,101950.0,1842.025,187657156.4094,2025-11-05 09:00:00+00:00
1762336800000,101950.0,101961.1,101239.3,101344.6,1760.178,178873381.5632,2025-11-05 10:00:00+00:00
1762340400000,101344.6,102074.0,101326.6,102024.4,1770.06,180049079.1102,2025-11-05 11:00:00+00:00
1762344000000,102024.4,102749.9,101877.6,102615.6,3941.151,403538072.0562,2025-11-05 12:00:00+00:00
1762347600000,102615.6,103193.6,102230.0,102915.8,4908.309,504121020.9259,2025-11-05 13:00:00+00:00
1762351200000,102915.8,103400.0,102108.0,103146.9,6270.691,644815613.9046,2025-11-05 14:00:00+00:00
1762354800000,103146.9,103750.0,102768.1,103676.1,5164.269,533721281.4198,2025-11-05 15:00:00+00:00
1762358400000,103676.1,103995.9,102990.4,103870.9,4209.584,435994112.0037,2025-11-05 16:00:00+00:00
1762362000000,103870.9,103960.4,103320.0,103858.5,3213.959,333193850.555,2025-11-05 17:00:00+00:00
1762365600000,103858.5,104400.0,103708.3,104294.0,3393.097,353204713.3555,2025-11-05 18:00:00+00:00
1762369200000,104294.0,104495.4,103908.8,103949.6,2022.081,210673091.0094,2025-11-05 19:00:00+00:00
1762372800000,103949.6,104500.0,103567.4,103789.8,3200.37,332833464.2339,2025-11-05 20:00:00+00:00
1762376400000,103789.8,103789.8,103372.2,103623.4,2003.69,207617040.0047,2025-11-05 21:00:00+00:00
1762380000000,103623.4,103754.8,103237.5,103655.4,1530.075,158275685.984,2025-11-05 22:00:00+00:00
1762383600000,103655.4,104076.6,103606.5,103835.2,1656.159,172017068.717,2025-11-05 23:00:00+00:00
1762387200000,103835.2,103843.7,103252.5,103641.0,2323.3,240486893.2905,2025-11-06 00:00:00+00:00
1762390800000,103641.0,103641.0,102662.8,103317.5,4023.096,414691648.3788,2025-11-06 01:00:00+00:00
1762394400000,103317.5,103550.0,102805.5,103271.7,2255.103,232639984.9133,2025-11-06 02:00:00+00:00
1762398000000,103271.7,103923.6,103271.7,103603.3,1928.027,199831278.2158,2025-11-06 03:00:00+00:00
1762401600000,103603.3,104167.0,103521.4,103989.6,1403.607,145810726.7192,2025-11-06 04:00:00+00:00
1762405200000,103989.6,103989.6,103025.0,103101.6,2737.034,282908622.1079,2025-11-06 05:00:00+00:00
1762408800000,103101.6,103550.0,102940.3,103266.7,1490.255,153918352.8005,2025-11-06 06:00:00+00:00
1762412400000,103266.7,103522.1,102848.2,103127.2,2556.107,263627059.4604,2025-11-06 07:00:00+00:00
1762416000000,103127.2,103400.0,102920.0,103157.7,1103.835,113904911.5454,2025-11-06 08:00:00+00:00
1762419600000,103157.7,103224.0,102755.3,102755.4,1312.498,135102846.3727,2025-11-06 09:00:00+00:00
1762423200000,102755.4,103250.0,102580.5,103088.2,2059.454,211954067.2099,2025-11-06 10:00:00+00:00
1762426800000,103088.2,103300.6,102683.1,103200.0,2174.763,224092084.0487,2025-11-06 11:00:00+00:00
1762430400000,103200.0,103300.0,102350.0,102519.1,4023.723,413069664.7601,2025-11-06 12:00:00+00:00
1762434000000,102519.1,103616.4,102519.0,103283.0,3630.408,374543696.9853,2025-11-06 13:00:00+00:00
1762437600000,103283.0,103549.8,101917.8,102078.6,8034.915,824081605.2289,2025-11-06 14:00:00+00:00
1762441200000,102078.6,102871.3,101555.5,101964.3,9105.006,929763585.9264,2025-11-06 15:00:00+00:00
1762444800000,101964.3,102353.0,100234.5,100806.7,10330.117,1044084881.7061,2025-11-06 16:00:00+00:00
1762448400000,100806.7,101899.9,100687.5,101740.1,5253.354,532177268.6969,2025-11-06 17:00:00+00:00
1762452000000,101740.1,102292.3,100829.3,101664.1,5408.811,549464337.4977,2025-11-06 18:00:00+00:00
1762455600000,101664.1,101960.0,101150.0,101326.1,2720.4,276340461.9282,2025-11-06 19:00:00+00:00
1762459200000,101326.1,101607.0,100546.9,100868.0,3058.95,308859950.5688,2025-11-06 20:00:00+00:00
1762462800000,100868.0,101190.4,100455.0,101065.5,2972.681,299590231.0409,2025-11-06 21:00:00+00:00
1762466400000,101065.5,101436.7,100949.4,101350.9,1505.701,152329741.5365,2025-11-06 22:00:00+00:00
1762470000000,101350.9,101492.9,101060.8,101296.2,2162.843,218958539.4503,2025-11-06 23:00:00+00:00
1762473600000,101296.2,101588.4,100682.7,101424.4,2840.001,287430813.7617,2025-11-07 00:00:00+00:00
1762477200000,101424.4,101825.0,100820.9,101485.8,3142.401,318245258.158,2025-11-07 01:00:00+00:00
1762480800000,101485.8,101888.8,101191.0,101864.1,2153.793,218845912.1132,2025-11-07 02:00:00+00:00
1762484400000,101864.1,102331.7,101828.2,101858.5,2282.461,233075755.0014,2025-11-07 03:00:00+00:00
1762488000000,101858.5,102020.0,101530.0,101977.3,2145.624,218350361.2518,2025-11-07 04:00:00+00:00
1762491600000,101977.3,102494.8,101964.4,102412.1,2157.883,220798312.7076,2025-11-07 05:00:00+00:00
1762495200000,102412.1,102470.5,101766.8,101774.9,1285.158,131278455.0172,2025-11-07 06:00:00+00:00
1762498800000,101774.9,101982.5,101580.9,101971.4,1988.056,202391304.5418,2025-11-07 07:00:00+00:00
1762502400000,101971.4,102019.1,101358.8,101458.4,1762.11,179059237.7999,2025-11-07 08:00:00+00:00
1762506000000,101458.4,101475.7,100731.1,100966.3,4096.843,413968368.6717,2025-11-07 09:00:00+00:00
1762509600000,100966.3,101213.8,100479.0,100717.3,2535.924,255583853.8576,2025-11-07 10:00:00+00:00
1762513200000,100717.3,100753.1,99754.2,100339.5,7971.21,798178182.7,2025-11-07 11:00:00+00:00
1762516800000,100339.5,100580.0,99201.8,99589.1,5721.577,571145928.9015,2025-11-07 12:00:00+00:00
1762520400000,99589.1,100535.4,99385.6,100291.4,5090.844,509303507.1159,2025-11-07 13:00:00+00:00
1762524000000,100291.4,100888.0,99432.9,100744.8,7128.594,714606926.5422,2025-11-07 14:00:00+00:00
1762527600000,100744.8,101223.7,100304.0,100755.8,5945.746,599409165.294,2025-11-07 15:00:00+00:00
1762531200000,100755.8,101621.7,100473.4,101118.0,5450.174,551208216.3832,2025-11-07 16:00:00+00:00
1762534800000,101118.0,102704.3,100873.0,102357.5,6516.762,664832299.153,2025-11-07 17:00:00+00:00
1762538400000,102357.5,102835.2,102250.0,102565.1,4695.87,481519029.4726,2025-11-07 18:00:00+00:00
1762542000000,102565.1,103368.9,102440.0,103367.0,3445.504,354842839.7809,2025-11-07 19:00:00+00:00
1762545600000,103367.0,103870.0,102910.0,103729.8,3853.204,398645482.7121,2025-11-07 20:00:00+00:00
1762549200000,103729.8,103840.0,103302.0,103840.0,1641.399,169849666.0959,2025-11-07 21:00:00+00:00
1762552800000,103840.0,104047.6,103550.5,103579.5,1938.961,201344935.162,2025-11-07 22:00:00+00:00
1762556400000,103579.5,103727.3,103265.5,103300.5,1604.658,166059105.8601,2025-11-07 23:00:00+00:00
1762560000000,103300.5,103378.7,102460.0,102660.9,2773.635,285576768.8556,2025-11-08 00:00:00+00:00
1762563600000,102660.9,103196.0,102611.8,102949.5,1169.229,120365920.2503,2025-11-08 01:00:00+00:00
1762567200000,102949.5,103294.0,102693.3,102796.0,2273.992,234227804.1481,2025-11-08 02:00:00+00:00
1762570800000,102796.0,103253.8,102510.4,102520.4,1756.782,180652115.7364,2025-11-08 03:00:00+00:00
1762574400000,102520.4,102797.0,102333.0,102509.6,1645.461,168782597.5742,2025-11-08 04:00:00+00:00
1762578000000,102509.6,102689.7,102219.0,102255.8,1061.473,108735217.8959,2025-11-08 05:00:00+00:00
1762581600000,102255.8,102479.9,102008.6,102174.2,1675.415,171281256.473,2025-11-08 06:00:00+00:00
1762585200000,102174.2,102355.9,101832.8,102292.2,1767.661,180440563.6322,2025-11-08 07:00:00+00:00
1762588800000,102292.2,102633.4,102094.6,102374.1,1351.488,138423720.4005,2025-11-08 08:00:00+00:00
1762592400000,102374.1,102550.0,102174.0,102340.1,759.922,77786772.5378,2025-11-08 09:00:00+00:00
1762596000000,102340.1,102530.4,102227.3,102421.1,595.097,60935199.7764,2025-11-08 10:00:00+00:00
1762599600000,102421.1,102585.3,101670.0,101803.3,2538.578,259053045.7233,2025-11-08 11:00:00+00:00
1762603200000,101803.3,102066.3,101668.0,102003.8,1320.977,134615479.383,2025-11-08 12:00:00+00:00
1762606800000,102003.8,102138.9,101619.7,101749.8,1535.144,156478658.4535,2025-11-08 13:00:00+00:00
1762610400000,101749.8,102040.0,101408.7,101778.7,2262.343,230104559.8217,2025-11-08 14:00:00+00:00
1762614000000,101778.7,101912.3,101428.0,101670.0,1413.161,143626432.373,2025-11-08 15:00:00+00:00
1762617600000,101670.0,101917.0,101462.0,101805.7,1091.595,111060943.2799,2025-11-08 16:00:00+00:00
1762621200000,101805.7,101970.4,101478.6,101932.4,890.465,90626313.647,2025-11-08 17:00:00+00:00
1762624800000,101932.4,102174.1,101769.7,102074.3,811.831,82809522.184,2025-11-08 18:00:00+00:00
1762628400000,102074.3,102141.8,101438.9,101940.0,1812.465,184484963.6978,2025-11-08 19:00:00+00:00
1762632000000,101940.0,102128.8,101893.3,102025.0,542.705,55356923.2098,2025-11-08 20:00:00+00:00
1762635600000,102025.0,102333.0,101960.3,102223.4,955.18,97625347.464,2025-11-08 21:00:00+00:00
1762639200000,102223.4,102371.9,102125.0,102330.5,772.737,79015684.4169,2025-11-08 22:00:00+00:00
1762642800000,102330.5,102440.0,102228.9,102268.6,395.815,40504719.7054,2025-11-08 23:00:00+00:00
1762646400000,102268.6,102300.0,101563.8,101747.1,2215.483,225593497.6698,2025-11-09 00:00:00+00:00
1762650000000,101747.1,102078.8,101635.1,101996.5,733.394,74724223.1015,2025-11-09 01:00:00+00:00
1762653600000,101996.5,101996.5,101525.0,101582.6,654.507,66600922.4966,2025-11-09 02:00:00+00:00
1762657200000,101582.6,101768.3,101237.3,101608.3,2060.016,209079101.5357,2025-11-09 03:00:00+00:00
1762660800000,101608.3,102111.4,101586.4,101673.1,1558.762,158842326.4196,2025-11-09 04:00:00+00:00
1762664400000,101673.1,101980.0,101628.0,101883.5,801.3,81557580.311,2025-11-09 05:00:00+00:00
1762668000000,101883.5,101931.0,101635.9,101710.8,1190.736,121159720.3387,2025-11-09 06:00:00+00:00
1762671600000,101710.8,101938.8,101633.3,101915.4,1502.243,152937795.3663,2025-11-09 07:00:00+00:00
1762675200000,101915.4,102017.1,101763.4,101948.1,1122.048,114333710.1946,2025-11-09 08:00:00+00:00
1762678800000,101948.1,102096.9,101561.4,101594.4,1825.248,185810261.2676,2025-11-09 09:00:00+00:00
1762682400000,101594.4,101877.9,101450.0,101834.8,1636.595,166285787.9997,2025-11-09 10:00:00+00:00
1762686000000,101834.8,102310.5,101834.8,102208.5,2309.329,235838307.2348,2025-11-09 11:00:00+00:00
1762689600000,102208.5,102406.2,102000.0,102051.7,1174.136,119963648.679,2025-11-09 12:00:00+00:00
1762693200000,102051.7,102974.6,102030.0,102871.8,2725.325,279534226.1495,2025-11-09 13:00:00+00:00
1762696800000,102871.8,104005.0,102703.9,103000.0,6798.742,702291999.102,2025-11-09 14:00:00+00:00
1762700400000,103000.0,104158.1,102920.3,103714.7,4158.91,430868759.8214,2025-11-09 15:00:00+00:00
1762704000000,103714.7,103900.0,103277.6,103815.0,2582.152,267484215.8319,2025-11-09 16:00:00+00:00
1762707600000,103815.0,103938.8,103271.4,103600.0,1649.975,170896891.9712,2025-11-09 17:00:00+00:00
1762711200000,103600.0,104567.2,103470.0,104485.3,3191.507,332238506.7297,2025-11-09 18:00:00+00:00
1762714800000,104485.3,104788.0,104098.4,104776.3,4197.728,438750101.7868,2025-11-09 19:00:00+00:00
1762718400000,104776.3,105064.1,104351.4,104585.8,3344.036,349949383.2504,2025-11-09 20:00:00+00:00
1762722000000,104585.8,104815.2,104259.1,104487.0,1474.781,154117414.4008,2025-11-09 21:00:00+00:00
1762725600000,104487.0,104782.7,104050.0,104695.8,3230.767,337304539.3663,2025-11-09 22:00:00+00:00
1762729200000,104695.8,105442.9,104468.9,104665.0,4054.914,425553301.1245,2025-11-09 23:00:00+00:00
1762732800000,104665.0,106487.6,104211.6,106259.3,7162.48,757067082.9358,2025-11-10 00:00:00+00:00
1762736400000,106259.3,106634.8,105670.0,105670.0,4771.16,506178410.7353,2025-11-10 01:00:00+00:00
1762740000000,105670.0,106023.2,105550.0,105960.0,1851.708,195812424.9479,2025-11-10 02:00:00+00:00
1762743600000,105960.0,106251.7,105787.9,105982.0,1832.381,194252208.8913,2025-11-10 03:00:00+00:00
1762747200000,105982.0,106268.0,105797.3,106115.3,2384.55,252828851.6614,2025-11-10 04:00:00+00:00
1762750800000,106115.3,106438.1,105943.2,106056.0,2051.156,217797790.2451,2025-11-10 05:00:00+00:00
1762754400000,106056.0,106267.2,105905.6,106172.3,1203.28,127696824.3459,2025-11-10 06:00:00+00:00
1762758000000,106172.3,106500.0,106100.2,106431.9,1963.758,208833914.0394,2025-11-10 07:00:00+00:00
1762761600000,106431.9,106541.0,105853.3,105926.9,2121.183,225076788.4143,2025-11-10 08:00:00+00:00
1762765200000,105926.9,106573.9,105775.0,106404.4,2690.496,285725359.4279,2025-11-10 09:00:00+00:00
1762768800000,106404.4,106420.1,105915.3,105947.8,1237.143,131306175.1543,2025-11-10 10:00:00+00:00
1762772400000,105947.8,106284.7,105905.3,106132.5,973.158,103265357.5942,2025-11-10 11:00:00+00:00
1762776000000,106132.5,106181.7,105810.5,105899.6,1142.599,121006865.0601,2025-11-10 12:00:00+00:00
1762779600000,105899.6,106585.7,105867.8,106506.9,2694.309,286507013.0392,2025-11-10 13:00:00+00:00
1762783200000,106506.9,106506.9,104626.8,104847.7,8889.965,936923310.3531,2025-11-10 14:00:00+00:00
1762786800000,104847.7,105590.4,104602.1,105025.8,6164.171,647655680.2826,2025-11-10 15:00:00+00:00
1762790400000,105025.8,105310.0,104728.8,105184.9,3256.361,342019136.5411,2025-11-10 16:00:00+00:00
1762794000000,105184.9,105954.6,105130.4,105902.8,2449.329,258478599.2,2025-11-10 17:00:00+00:00
1762797600000,105902.8,106033.8,105420.0,105426.7,1696.547,179497225.0703,2025-11-10 18:00:00+00:00
1762801200000,105426.7,105997.6,105352.4,105765.8,1739.633,183809946.6706,2025-11-10 19:00:00+00:00
1762804800000,105765.8,106299.9,105745.8,105952.3,1750.287,185624264.4755,2025-11-10 20:00:00+00:00
1762808400000,105952.3,105971.3,105200.4,105562.8,2488.782,262516347.6641,2025-11-10 21:00:00+00:00
1762812000000,105562.8,106093.0,105299.9,106006.5,1800.958,190439239.4054,2025-11-10 22:00:00+00:00
1762815600000,106006.5,106241.8,105842.3,105969.5,1356.086,143825160.0967,2025-11-10 23:00:00+00:00
1762819200000,105969.5,106108.8,105455.1,106087.1,1800.321,190437697.6068,2025-11-11 00:00:00+00:00
1762822800000,106087.1,107481.0,105948.1,106050.0,6716.077,716748998.3834,2025-11-11 01:00:00+00:00
1762826400000,106050.0,107094.9,105546.3,106596.9,3839.211,408047714.8057,2025-11-11 02:00:00+00:00
1762830000000,106596.9,107062.3,106314.0,106411.8,1732.187,184810624.4213,2025-11-11 03:00:00+00:00
1762833600000,106411.8,106500.0,105643.0,105696.4,1870.729,198302203.8568,2025-11-11 04:00:00+00:00
1762837200000,105696.4,105697.5,105100.0,105191.1,2511.539,264603637.7435,2025-11-11 05:00:00+00:00
1762840800000,105191.1,105290.0,104826.6,105200.3,3799.237,399098343.4166,2025-11-11 06:00:00+00:00
1762844400000,105200.3,105279.2,104686.0,104730.1,2238.452,234917036.8399,2025-11-11 07:00:00+00:00
1762848000000,104730.1,105231.8,104711.6,105105.6,1502.316,157784769.319,2025-11-11 08:00:00+00:00
1762851600000,105105.6,105430.0,104850.1,104910.5,2064.678,217080725.0835,2025-11-11 09:00:00+00:00
1762855200000,104910.5,105200.4,104867.0,105113.5,1266.828,133106014.962,2025-11-11 10:00:00+00:00
1762858800000,105113.5,105458.7,105083.4,105258.1,1383.598,145636872.184,2025-11-11 11:00:00+00:00
1762862400000,105258.1,105491.6,104348.7,104496.8,4109.307,430379865.5083,2025-11-11 12:00:00+00:00
1762866000000,104496.8,104667.9,104033.9,104351.5,4451.376,464569289.6921,2025-11-11 13:00:00+00:00
1762869600000,104351.5,104624.3,103800.0,104515.5,4919.38,512510742.114,2025-11-11 14:00:00+00:00
1762873200000,104515.5,104515.5,103149.2,103420.1,8272.815,857400852.2578,2025-11-11 15:00:00+00:00
1762876800000,103420.1,103709.8,103165.0,103370.4,3023.822,312790003.0019,2025-11-11 16:00:00+00:00
1762880400000,103370.4,103598.3,102804.0,103300.0,4240.378,437375251.4563,2025-11-11 17:00:00+00:00
1762884000000,103300.0,103537.4,103019.7,103358.1,3716.71,383918990.9119,2025-11-11 18:00:00+00:00
1762887600000,103358.1,103427.8,102838.2,103082.4,1803.685,186074545.5356,2025-11-11 19:00:00+00:00
1762891200000,103082.4,103200.0,102621.0,102785.2,2531.162,260381007.2915,2025-11-11 20:00:00+00:00
