timestamp,open,high,low,close,volume,turnover
2026-02-19 17:36:00+00:00,66546.2,66595.9,66482.5,66513.7,78.999,5255280.819
2026-02-19 17:37:00+00:00,66513.7,66546.9,66458.0,66507.0,65.603,4363474.8902
2026-02-19 17:38:00+00:00,66507.0,66524.2,66458.0,66524.2,59.694,3968513.5253
2026-02-19 17:39:00+00:00,66524.2,66532.2,66455.6,66481.9,89.249,5935253.1073
2026-02-19 17:40:00+00:00,66481.9,66585.6,66481.9,66566.6,73.287,4877251.1283
2026-02-19 17:41:00+00:00,66566.6,66588.0,66555.8,66574.0,39.175,2608112.1743
2026-02-19 17:42:00+00:00,66574.0,66710.1,66574.0,66696.4,73.486,4897874.9457
2026-02-19 17:43:00+00:00,66696.4,66696.4,66610.0,66634.0,37.229,2481248.5496
2026-02-19 17:44:00+00:00,66634.0,66659.7,66581.1,66581.1,71.786,4782872.1388
2026-02-19 17:45:00+00:00,66581.1,66650.0,66575.6,66612.1,80.168,5340389.4591
2026-02-19 17:46:00+00:00,66612.1,66643.2,66589.3,66596.3,27.491,1831354.8534
2026-02-19 17:47:00+00:00,66596.3,66634.4,66558.3,66581.8,21.413,1425826.5703
2026-02-19 17:48:00+00:00,66581.8,66587.1,66500.0,66522.7,57.588,3831445.26
2026-02-19 17:49:00+00:00,66522.7,66522.8,66368.1,66419.6,155.603,10337995.4129
2026-02-19 17:50:00+00:00,66419.6,66513.8,66418.3,66441.8,55.186,3667921.6156
2026-02-19 17:51:00+00:00,66441.8,66484.6,66367.1,66374.0,40.901,2717123.5728
2026-02-19 17:52:00+00:00,66374.0,66396.0,66283.1,66283.2,90.603,6010278.3627
2026-02-19 17:53:00+00:00,66283.2,66337.1,66181.2,66233.6,270.545,17923630.6725
2026-02-19 17:54:00+00:00,66233.6,66236.1,66130.4,66193.7,125.773,8322523.9539
2026-02-19 17:55:00+00:00,66193.7,66311.8,66190.0,66309.5,117.138,7763530.1208
2026-02-19 17:56:00+00:00,66309.5,66347.9,66283.9,66283.9,36.214,2401839.7787
2026-02-19 17:57:00+00:00,66283.9,66320.6,66273.2,66304.1,26.606,1763760.6035
2026-02-19 17:58:00+00:00,66304.1,66323.2,66250.7,66267.1,25.446,1686380.7683
2026-02-19 17:59:00+00:00,66267.1,66353.0,66267.0,66341.7,34.842,2310221.7689
