timestamp,open,high,low,close,volume,turnover
2022-10-05 12:00:00+00:00,20018.0,20058.0,19955.0,20011.5,6932.789,138736556.573
2022-10-05 13:00:00+00:00,20011.5,20029.0,19811.5,19909.5,25011.373,497690334.765
2022-10-05 14:00:00+00:00,19909.5,19933.0,19734.5,19871.0,21358.292,423500615.2235
2022-10-05 15:00:00+00:00,19871.0,20017.0,19853.0,19990.5,10420.47,207843839.557
2022-10-05 16:00:00+00:00,19990.5,20283.0,19947.5,20220.0,24308.617,489455983.294
2022-10-05 17:00:00+00:00,20220.0,20315.0,20145.0,20152.5,13370.662,270318486.3775
2022-10-05 18:00:00+00:00,20152.5,20261.5,20068.0,20259.0,9411.061,189739731.1495
2022-10-05 19:00:00+00:00,20259.0,20338.5,20095.0,20107.5,9439.212,190803125.648
2022-10-05 20:00:00+00:00,20107.5,20160.5,19950.0,19968.0,9139.99,183375805.7785
2022-10-05 21:00:00+00:00,19968.0,20088.0,19959.0,20045.5,5183.139,103788147.491
2022-10-05 22:00:00+00:00,20045.5,20212.0,20003.0,20185.0,7223.927,145364869.9855
2022-10-05 23:00:00+00:00,20185.0,20192.0,20100.5,20149.0,4251.438,85653797.243
2022-10-06 00:00:00+00:00,20149.0,20386.0,20132.5,20254.0,13954.36,282901178.158
2022-10-06 01:00:00+00:00,20254.0,20412.0,20225.5,20354.5,9775.151,198453176.404
2022-10-06 02:00:00+00:00,20354.5,20425.0,20280.0,20314.5,8605.9,175152279.8405
2022-10-06 03:00:00+00:00,20314.5,20375.5,20263.5,20342.5,4070.878,82739025.2145
2022-10-06 04:00:00+00:00,20342.5,20435.0,20308.0,20344.0,6137.23,125056173.0315
2022-10-06 05:00:00+00:00,20344.0,20360.5,20241.0,20292.5,7839.766,159143604.43
2022-10-06 06:00:00+00:00,20292.5,20292.5,20156.5,20167.5,8319.582,168230282.7115
2022-10-06 07:00:00+00:00,20167.5,20240.0,20139.0,20217.0,5637.972,113847043.981
2022-10-06 08:00:00+00:00,20217.0,20244.5,20100.0,20137.0,8168.341,164596440.776
2022-10-06 09:00:00+00:00,20137.0,20174.5,20082.5,20090.5,5235.127,105405083.5685
2022-10-06 10:00:00+00:00,20090.5,20151.0,20071.0,20125.5,4523.745,91001859.956
2022-10-06 11:00:00+00:00,20125.5,20250.0,20120.0,20236.0,7351.739,148397398.532
2022-10-06 12:00:00+00:00,20236.0,20316.0,20160.0,20181.0,13401.84,271246272.3895
2022-10-06 13:00:00+00:00,20181.0,20285.0,20033.5,20099.0,21857.709,440464419.063
2022-10-06 14:00:00+00:00,20099.0,20116.5,19871.5,20099.0,31881.75,636970340.871
2022-10-06 15:00:00+00:00,20099.0,20115.5,19987.0,20002.5,10475.112,210133724.4625
2022-10-06 16:00:00+00:00,20002.5,20092.0,19932.5,20050.0,11183.128,223803589.616
2022-10-06 17:00:00+00:00,20050.0,20270.0,20002.5,20105.5,14245.058,286609980.4395
2022-10-06 18:00:00+00:00,20105.5,20106.0,19979.0,20010.5,5865.19,117549021.735
2022-10-06 19:00:00+00:00,20010.5,20063.0,19985.0,20004.5,4004.96,80211976.6995
2022-10-06 20:00:00+00:00,20004.5,20064.5,19995.5,20042.5,2341.497,46907751.8465
2022-10-06 21:00:00+00:00,20042.5,20043.0,19878.5,19905.0,6758.902,134797194.4365
2022-10-06 22:00:00+00:00,19905.0,19944.0,19836.5,19894.0,6161.353,122621018.4485
2022-10-06 23:00:00+00:00,19894.0,19965.0,19851.0,19954.5,4537.608,90406494.653
2022-10-07 00:00:00+00:00,19954.5,20039.5,19937.5,19984.5,4755.211,95108418.5925
2022-10-07 01:00:00+00:00,19984.5,20010.0,19957.0,19988.5,2332.171,46609351.6125
2022-10-07 02:00:00+00:00,19988.5,20042.0,19959.0,20004.5,2378.553,47581271.991
2022-10-07 03:00:00+00:00,20004.5,20021.5,19973.0,19974.0,1885.493,37693878.387
2022-10-07 04:00:00+00:00,19974.0,20002.0,19932.0,19935.0,1935.305,38646351.9505
2022-10-07 05:00:00+00:00,19935.0,19984.5,19907.0,19965.0,3253.828,64881174.7625
2022-10-07 06:00:00+00:00,19965.0,19970.5,19788.5,19845.5,8881.634,176402423.29
2022-10-07 07:00:00+00:00,19845.5,19933.0,19840.0,19913.5,4980.196,99110512.444
2022-10-07 08:00:00+00:00,19913.5,20025.0,19907.0,19966.0,6198.547,123770857.6965
2022-10-07 09:00:00+00:00,19966.0,20014.5,19951.5,19964.5,2964.761,59223454.195
2022-10-07 10:00:00+00:00,19964.5,20001.0,19921.0,19990.0,4317.192,86132791.3115
2022-10-07 11:00:00+00:00,19990.0,20004.5,19955.5,19989.5,2973.897,59422172.699
2022-10-07 12:00:00+00:00,19989.5,20078.0,19463.0,19612.5,61998.837,1224945311.529
2022-10-07 13:00:00+00:00,19612.5,19704.5,19500.0,19595.0,22807.585,446958459.2165
2022-10-07 14:00:00+00:00,19595.0,19694.0,19555.0,19633.5,9283.115,182251950.211
2022-10-07 15:00:00+00:00,19633.5,19643.5,19512.5,19574.0,8533.32,167051323.9535
2022-10-07 16:00:00+00:00,19574.0,19601.0,19318.0,19401.0,25895.837,502939359.1395
2022-10-07 17:00:00+00:00,19401.0,19486.5,19364.0,19412.5,7595.684,147547869.4235
2022-10-07 18:00:00+00:00,19412.5,19465.0,19365.0,19449.5,5355.498,104042784.8115
2022-10-07 19:00:00+00:00,19449.5,19474.0,19402.0,19456.0,4202.619,81703210.5985
2022-10-07 20:00:00+00:00,19456.0,19561.0,19438.0,19542.5,6067.941,118391950.108
2022-10-07 21:00:00+00:00,19542.5,19636.5,19521.5,19555.0,5617.959,110010918.493
2022-10-07 22:00:00+00:00,19555.0,19581.5,19531.0,19540.5,2032.99,39755069.5915
2022-10-07 23:00:00+00:00,19540.5,19557.0,19491.0,19517.5,2889.863,56424822.891
2022-10-08 00:00:00+00:00,19517.5,19614.0,19503.5,19565.0,4182.612,81837451.8805
2022-10-08 01:00:00+00:00,19565.0,19586.0,19535.0,19586.0,1867.734,36534380.0385
2022-10-08 02:00:00+00:00,19586.0,19589.0,19536.0,19550.0,1406.691,27518774.573
2022-10-08 03:00:00+00:00,19550.0,19550.5,19483.0,19495.0,2568.074,50124391.1885
