symbol,model,MAE,RMSE,MAPE
BTCUSDT,lstm,299.39229114175026,443.55324341811297,0.410119112342897
BTCUSDT,naive,300.2480769230768,445.036962380222,0.4113125302549696
BTCUSDT,arima,300.3887842386663,445.0304584361583,0.41152564732153923
BTCUSDT,nbeats,317.8048903111298,462.48714364702977,0.4364414275538864
