retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason
168,2026-02-12 19:55:00+00:00,close_short,short,trend_short,65917.9,0.0037765679502271845,0.0037765679502271845,248.43050628232987,248.83630130324204,0.1493017807819452,0.14936605709176828,248.9434284862805,248.43050628232987,-0.5550968016941173,0.0,,994.9394101920559,994.9394101920559,sharp_rise_close_short
168,2026-02-17 16:02:00+00:00,open_long,long,trend_long,67728.7,0.003670314233648146,0.003670314233648146,-248.73485254801398,248.73485254801398,0.14924091152880836,,,,,0.003670314233648146,67728.7,746.2045576440419,994.790258825074,enter long: stable positive 10m/30m/60m bias
168,2026-02-17 16:08:00+00:00,close_long,long,trend_long,67745.9,0.003670314233648146,0.003670314233648146,248.64879270820794,248.73485254801398,0.14924091152880836,0.14918924462478234,248.6487410413039,248.64879270820794,-0.2353007513348533,0.0,,994.8533503522498,994.8533503522498,sharp_drop_close_long
168,2026-02-17 17:10:00+00:00,open_short,short,trend_short,67240.0,0.003696670279379976,0.003696670279379976,-248.71333758806244,248.71333758806244,0.14922800255283744,,,,,0.003696670279379976,67240.0,746.1400127641873,994.7042118864985,enter short: stable negative 10m/30m/60m bias
168,2026-02-17 17:55:00+00:00,close_short,short,trend_short,67114.8,0.003696670279379976,0.003696670279379976,249.02729993516087,248.71333758806244,0.14922800255283744,0.14886077187991872,248.10128646653123,249.02729993516087,0.16473434454560612,0.0,,995.1673126993481,995.1673126993481,target_exit_price
168,2026-03-08 12:17:00+00:00,open_long,long,trend_long,67028.4,0.003709510492238098,0.003709510492238098,-248.79182817483704,248.79182817483704,0.1492750969049022,,,,,0.003709510492238098,67028.4,746.3754845245111,995.0181271675013,enter long: stable positive 10m/30m/60m bias
168,2026-03-08 12:44:00+00:00,close_long,long,trend_long,67381.1,0.003709510492238098,0.003709510492238098,249.95020198699234,248.79182817483704,0.1492750969049022,0.1499705384571267,249.95089742854452,249.95020198699234,1.0090987152503916,0.0,,996.3256865115034,996.3256865115034,sharp_drop_close_long
168,2026-03-08 13:59:00+00:00,open_short,short,trend_short,67201.2,0.0037042786851261456,0.0037042786851261456,-249.08142162787584,249.08142162787584,0.1494488529767255,,,,,0.0037042786851261456,67201.2,747.2442648836275,996.1763273278384,enter short: stable negative 10m/30m/60m bias
168,2026-03-08 14:45:00+00:00,close_short,short,trend_short,67014.5,0.0037042786851261456,0.0037042786851261456,249.62406622802226,249.08142162787584,0.1494488529767255,0.14894423036663162,248.24038394438608,249.62406622802226,0.3931957471696834,0.0,,996.8683311116497,996.8683311116497,target_exit_price
168,2026-03-08 22:18:00+00:00,open_long,long,trend_long,65812.5,0.0037845022226514063,0.0037845022226514063,-249.21708277791242,249.21708277791242,0.14953024966674744,,,,,0.0037845022226514063,65812.5,747.6512483337373,996.7188905801328,enter long: stable positive 10m/30m/60m bias
168,2026-03-08 22:48:00+00:00,close_long,long,trend_long,66250.0,0.0037845022226514063,0.0037845022226514063,250.72236853697203,249.21708277791242,0.14953024966674744,0.15043396335039338,250.72327225065567,250.72236853697203,1.3557555093928495,0.0,,998.3736168707093,998.3736168707093,take_profit
168,2026-03-08 23:08:00+00:00,open_long,long,trend_long,66208.6,0.003767541500275594,0.003767541500275594,-249.59340421767732,249.59340421767732,0.14975604253060637,,,,,0.003767541500275594,66208.6,748.780212653032,998.2239506818041,enter long: stable positive 10m/30m/60m bias
168,2026-03-08 23:57:00+00:00,close_long,long,trend_long,65932.5,0.003767541500275594,0.003767541500275594,248.40414395147104,249.59340421767732,0.14975604253060637,0.14904205798015235,248.4034299669206,248.40414395147104,-1.3390163087368723,0.0,,997.184356604503,997.184356604503,stop_loss
168,2026-03-09 01:10:00+00:00,open_short,short,trend_short,66221.0,0.00376234897536484,0.00376234897536484,-249.29608915112576,249.29608915112576,0.14957765349067545,,,,,0.00376234897536484,66221.0,747.8882674533772,997.0348686976045,enter short: stable negative 10m/30m/60m bias
168,2026-03-09 01:24:00+00:00,close_short,short,trend_short,66455.9,0.00376234897536484,0.00376234897536484,248.2622952044494,249.29608915112576,0.14957765349067545,0.15001817236316894,250.03028727194825,248.2622952044494,-1.1833716001670234,0.0,,996.1505626578266,996.1505626578266,stop_loss
168,2026-03-09 02:04:00+00:00,open_short,short,trend_short,66147.0,0.0037626531525248004,0.0037626531525248004,-249.03764066445666,249.03764066445666,0.14942258439867398,,,,,0.0037626531525248004,66147.0,747.11292199337,996.0012297269786,enter short: stable negative 10m/30m/60m bias
168,2026-03-09 02:36:00+00:00,close_short,short,trend_short,66453.9,0.0037626531525248004,0.0037626531525248004,247.73285662614728,249.03764066445666,0.14942258439867398,0.15002578579954068,250.0429763325678,247.73285662614728,-1.4542066227080541,0.0,,994.8457786195173,994.8457786195173,stop_loss
168,2026-03-09 03:11:00+00:00,open_long,long,trend_long,67363.5,0.0036898649533959253,0.0036898649533959253,-248.71144465487933,248.71144465487933,0.1492268667929276,,,,,0.0036898649533959253,67363.5,746.134333964638,994.6966412888445,enter long: stable positive 10m/30m/60m bias
168,2026-03-09 03:23:00+00:00,close_long,long,trend_long,67126.1,0.0036898649533959253,0.0036898649533959253,247.68685896863428,248.71144465487933,0.1492268667929276,0.14861174630889012,247.68624384815024,247.68685896863428,-1.1738125530379888,0.0,,993.8211929332723,993.8211929332723,stop_loss
168,2026-03-09 04:16:00+00:00,open_short,short,trend_short,67164.7,0.0036969751231581186,0.0036969751231581186,-248.45529823331808,248.45529823331808,0.14907317893999084,,,,,0.0036969751231581186,67164.7,745.3658946999542,993.6722091982397,enter short: stable negative 10m/30m/60m bias
168,2026-03-09 04:25:00+00:00,close_short,short,trend_short,67426.6,0.0036969751231581186,0.0036969751231581186,247.33749577085948,248.45529823331808,0.14907317893999084,0.14956467770347992,249.2744628391332,247.33749577085948,-1.2668756413986144,0.0,,992.7033904708137,992.7033904708137,stop_loss
