symbol,week,start_ts,end_ts,model,n_points,MAE,RMSE,MAPE,duration_sec
BTCUSDT,1,2024-08-05 00:00:00+00:00,2024-08-11 23:00:00+00:00,naive,165,648.1824242424243,3911.811185511247,1.1512124491912938,0.0001928999845404178
BTCUSDT,1,2024-08-05 00:00:00+00:00,2024-08-11 23:00:00+00:00,nbeats,165,651.652898525028,3913.2091053102336,1.1573732227231284,0.8699609999894165
BTCUSDT,1,2024-08-05 00:00:00+00:00,2024-08-11 23:00:00+00:00,lstm,165,639.6995736133568,3907.592092673077,1.1360123767173373,1.9330939000064973
BTCUSDT,2,2023-12-27 20:00:00+00:00,2024-01-03 19:00:00+00:00,naive,167,535.1191616766466,4826.954483353998,1.2323896180419773,0.00020650000078603625
BTCUSDT,2,2023-12-27 20:00:00+00:00,2024-01-03 19:00:00+00:00,nbeats,167,541.1664282055821,4828.5331598699495,1.246586215557956,0.9136913999973331
BTCUSDT,2,2023-12-27 20:00:00+00:00,2024-01-03 19:00:00+00:00,lstm,167,528.7533841102078,4827.049533746795,1.2177302948490472,2.0548578000161797
BTCUSDT,3,2023-02-09 13:00:00+00:00,2023-02-16 12:00:00+00:00,naive,165,566.8030303030301,6463.826177985615,2.497338383638504,0.00024359999224543571
BTCUSDT,3,2023-02-09 13:00:00+00:00,2023-02-16 12:00:00+00:00,nbeats,165,585.8295957339162,6465.507284545571,2.5846658512923915,0.8670247000118252
BTCUSDT,3,2023-02-09 13:00:00+00:00,2023-02-16 12:00:00+00:00,lstm,165,565.5695719493472,6464.330282166365,2.4919743018282774,2.1011477000138257
BTCUSDT,4,2023-01-17 02:00:00+00:00,2023-01-24 01:00:00+00:00,naive,167,584.4634730538921,6551.89684892262,2.754274544154849,0.00018080000882036984
BTCUSDT,4,2023-01-17 02:00:00+00:00,2023-01-24 01:00:00+00:00,nbeats,167,599.4547300489114,6553.482584548365,2.8257502078180474,0.903203099995153
BTCUSDT,4,2023-01-17 02:00:00+00:00,2023-01-24 01:00:00+00:00,lstm,167,583.3297679350061,6552.38339890387,2.749425979014961,2.038538699998753
BTCUSDT,5,2024-03-20 20:00:00+00:00,2024-03-27 19:00:00+00:00,naive,168,545.5327380952382,3010.9634001962604,0.8144504510088204,0.0001824999926611781
BTCUSDT,5,2024-03-20 20:00:00+00:00,2024-03-27 19:00:00+00:00,nbeats,168,545.2170571227784,3012.6332143749414,0.8141024509236147,0.8984955999767408
