origin_ts,target_ts,predicted_price_1m,predicted_price_5m,predicted_price_10m,predicted_price_15m,predicted_price_30m,predicted_price_60m,move_1m_pct,move_5m_pct,move_10m_pct,move_15m_pct,move_30m_pct,move_60m_pct,signal,signal_type,entry_price,target_exit_price,stop_loss,take_profit,signal_reason,model_fitted_at,model_expires_at,evaluated
2026-03-09 10:03:00+00:00,2026-03-09 11:03:00+00:00,67872.95158794061,67869.12734248562,67861.63801559358,67866.16544281843,67855.42540657513,67850.26038049722,0.002433411383906403,-0.003201143214270896,-0.01423574383638826,-0.00756513751994925,-0.023389257940942265,-0.0309992876264098,short,trend_short,67871.3,67850.26038049722,68108.84955000001,67464.07220000001,adaptive trend_short: 10m/30m/60m aligned downward,2026-03-09 10:03:00+00:00,2026-03-09 11:03:00+00:00,False
