cycle,timestamp,current_price,snapshot_last_price,predicted_price_1m,predicted_price_5m,predicted_price_10m,predicted_price_15m,predicted_price_30m,predicted_price_60m,move_1m_pct,move_5m_pct,move_10m_pct,move_15m_pct,move_30m_pct,move_60m_pct,signal,signal_type,entry_price,target_exit_price,stop_loss,take_profit,signal_reason,position_side,position_avg_entry,position_qty,position_target_exit,position_stop_loss,position_take_profit,position_dca_count,position_unrealized_pnl,position_return_pct,free_cash,realized_pnl_total,account_equity,model_fitted_at,model_expires_at,fit_triggered,fit_sec,matured_60m_count,latest_abs_err_60m,latest_pct_err_60m
1,2026-03-11 09:10:00+00:00,69597.1,69594.2,69596.4390941467,69597.2889363882,69599.26743655965,69600.47809478556,69592.76735477948,69586.12823311251,-0.0009496169428135914,0.00027147163919050143,0.003114262748926677,0.004853786703118423,-0.00622532436053147,-0.01576468974640033,hold,none,69597.1,,,,adaptive edge below threshold: |move_60m| < 0.030%,flat,,0.0,,,,0,0.0,,10000.0,0.0,10000.0,2026-03-11 09:10:00+00:00,2026-03-11 10:10:00+00:00,True,1.128659200000584,0,,
