week,start_ts,end_ts,raw_points,clean_points
36,2025-04-07 05:00:00+00:00,2025-04-14 04:00:00+00:00,168,167
37,2022-04-14 05:00:00+00:00,2022-04-21 04:00:00+00:00,168,167
38,2022-03-10 18:00:00+00:00,2022-03-17 17:00:00+00:00,168,167
39,2022-12-28 06:00:00+00:00,2023-01-04 05:00:00+00:00,168,167
40,2024-04-05 08:00:00+00:00,2024-04-12 07:00:00+00:00,168,168
41,2022-08-26 04:00:00+00:00,2022-09-02 03:00:00+00:00,168,168
42,2024-11-13 17:00:00+00:00,2024-11-20 16:00:00+00:00,168,168
43,2022-12-18 23:00:00+00:00,2022-12-25 22:00:00+00:00,168,168
44,2024-06-29 18:00:00+00:00,2024-07-06 17:00:00+00:00,168,167
45,2024-10-01 07:00:00+00:00,2024-10-08 06:00:00+00:00,168,168
46,2026-01-06 01:00:00+00:00,2026-01-13 00:00:00+00:00,168,168
47,2025-06-29 00:00:00+00:00,2025-07-05 23:00:00+00:00,168,168
48,2025-01-25 14:00:00+00:00,2025-02-01 13:00:00+00:00,168,168
49,2022-04-14 00:00:00+00:00,2022-04-20 23:00:00+00:00,168,167
50,2025-04-19 04:00:00+00:00,2025-04-26 03:00:00+00:00,168,168
51,2025-03-19 14:00:00+00:00,2025-03-26 13:00:00+00:00,168,168
52,2024-11-12 02:00:00+00:00,2024-11-19 01:00:00+00:00,168,168
53,2025-07-04 01:00:00+00:00,2025-07-11 00:00:00+00:00,168,166
54,2022-11-03 18:00:00+00:00,2022-11-10 17:00:00+00:00,168,164
55,2023-01-27 22:00:00+00:00,2023-02-03 21:00:00+00:00,168,168
56,2025-10-31 09:00:00+00:00,2025-11-07 08:00:00+00:00,168,168
57,2024-03-05 07:00:00+00:00,2024-03-12 06:00:00+00:00,168,167
58,2024-05-18 20:00:00+00:00,2024-05-25 19:00:00+00:00,168,167
59,2025-08-18 10:00:00+00:00,2025-08-25 09:00:00+00:00,168,167
60,2024-04-01 20:00:00+00:00,2024-04-08 19:00:00+00:00,168,167
61,2022-07-07 01:00:00+00:00,2022-07-14 00:00:00+00:00,168,168
62,2023-06-09 13:00:00+00:00,2023-06-16 12:00:00+00:00,168,166
63,2025-09-10 12:00:00+00:00,2025-09-17 11:00:00+00:00,168,168
64,2022-09-29 02:00:00+00:00,2022-10-06 01:00:00+00:00,168,167
65,2023-08-14 06:00:00+00:00,2023-08-21 05:00:00+00:00,168,165
66,2024-07-03 07:00:00+00:00,2024-07-10 06:00:00+00:00,168,168
67,2024-12-25 12:00:00+00:00,2025-01-01 11:00:00+00:00,168,167
68,2025-10-10 11:00:00+00:00,2025-10-17 10:00:00+00:00,168,168
69,2025-12-17 02:00:00+00:00,2025-12-24 01:00:00+00:00,168,166
70,2022-12-11 10:00:00+00:00,2022-12-18 09:00:00+00:00,168,164
71,2025-02-10 13:00:00+00:00,2025-02-17 12:00:00+00:00,168,168
72,2025-03-04 14:00:00+00:00,2025-03-11 13:00:00+00:00,168,167
73,2025-05-29 06:00:00+00:00,2025-06-05 05:00:00+00:00,168,168
74,2022-07-18 04:00:00+00:00,2022-07-25 03:00:00+00:00,168,168
75,2023-12-08 17:00:00+00:00,2023-12-15 16:00:00+00:00,168,167
76,2025-07-07 05:00:00+00:00,2025-07-14 04:00:00+00:00,168,166
77,2025-12-09 18:00:00+00:00,2025-12-16 17:00:00+00:00,168,167
78,2022-04-05 05:00:00+00:00,2022-04-12 04:00:00+00:00,168,168
79,2022-07-14 22:00:00+00:00,2022-07-21 21:00:00+00:00,168,168
80,2023-01-12 19:00:00+00:00,2023-01-19 18:00:00+00:00,168,167
81,2023-12-13 00:00:00+00:00,2023-12-19 23:00:00+00:00,168,168
82,2022-12-12 23:00:00+00:00,2022-12-19 22:00:00+00:00,168,166
83,2025-05-14 22:00:00+00:00,2025-05-21 21:00:00+00:00,168,168
84,2026-01-10 07:00:00+00:00,2026-01-17 06:00:00+00:00,168,168
85,2024-05-10 11:00:00+00:00,2024-05-17 10:00:00+00:00,168,167
86,2022-05-19 08:00:00+00:00,2022-05-26 07:00:00+00:00,168,168
87,2022-11-17 02:00:00+00:00,2022-11-24 01:00:00+00:00,168,168
88,2024-06-30 17:00:00+00:00,2024-07-07 16:00:00+00:00,168,167
89,2025-09-29 02:00:00+00:00,2025-10-06 01:00:00+00:00,168,168
90,2022-09-13 04:00:00+00:00,2022-09-20 03:00:00+00:00,168,166
91,2024-08-19 13:00:00+00:00,2024-08-26 12:00:00+00:00,168,168
92,2024-11-12 20:00:00+00:00,2024-11-19 19:00:00+00:00,168,168
93,2024-09-28 22:00:00+00:00,2024-10-05 21:00:00+00:00,168,168
94,2025-07-05 14:00:00+00:00,2025-07-12 13:00:00+00:00,168,166
95,2025-02-06 19:00:00+00:00,2025-02-13 18:00:00+00:00,168,168
96,2025-02-04 20:00:00+00:00,2025-02-11 19:00:00+00:00,168,168
97,2024-10-31 09:00:00+00:00,2024-11-07 08:00:00+00:00,168,168
98,2025-05-31 00:00:00+00:00,2025-06-06 23:00:00+00:00,168,168
99,2025-09-01 13:00:00+00:00,2025-09-08 12:00:00+00:00,168,166
100,2025-03-26 02:00:00+00:00,2025-04-02 01:00:00+00:00,168,168
