retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:14:00+00:00,open_long,long,enter_long_C,68702.3,0.0036367050302537176,0.0036367050302537176,-250.0,250.0,0.15,,,,,0.0036367050302537176,68702.3,750.0,999.85009,enter long C: forecast reached +0.005% on minute 13 within 180 minutes,0.0
168,2026-02-14 02:14:00+00:00,close_long,long,enter_long_C,68955.4,0.0036367050302537176,0.0036367050302537176,250.7699877731313,250.0,0.15,0.1504622700258943,250.77045004315718,250.7699877731313,0.6199877731312898,0.0,,1000.7699877731313,1000.7699877731313,max_hold_reached,
