symbol,week,start_ts,end_ts,model,n_points,MAE,RMSE,MAPE
BTCUSDT,1,2025-05-22 04:00:00+00:00,2025-05-29 03:00:00+00:00,naive,168,268.35000000000025,334.4815026099886,0.2480781953870756
BTCUSDT,1,2025-05-22 04:00:00+00:00,2025-05-29 03:00:00+00:00,arima,168,269.0693819158623,335.2030816650315,0.2487478852235544
BTCUSDT,1,2025-05-22 04:00:00+00:00,2025-05-29 03:00:00+00:00,ast,168,738.7722285771249,865.8771620213631,0.6846308580872364
BTCUSDT,2,2024-08-09 06:00:00+00:00,2024-08-16 05:00:00+00:00,naive,167,297.0352941176476,412.4634850148417,0.5102662054147361
BTCUSDT,2,2024-08-09 06:00:00+00:00,2024-08-16 05:00:00+00:00,arima,167,306.61783751630674,438.0679624222837,0.5272025560138784
BTCUSDT,2,2024-08-09 06:00:00+00:00,2024-08-16 05:00:00+00:00,ast,167,485.0271153733007,604.4843880504943,0.8373652608942106
BTCUSDT,3,2024-09-14 16:00:00+00:00,2024-09-21 15:00:00+00:00,naive,168,132.75000000000023,176.28980067924942,0.21049269484639901
BTCUSDT,3,2024-09-14 16:00:00+00:00,2024-09-21 15:00:00+00:00,arima,168,134.86038823185064,179.91935019593706,0.21380406937170499
BTCUSDT,3,2024-09-14 16:00:00+00:00,2024-09-21 15:00:00+00:00,ast,168,258.8466501004251,317.0038462924607,0.409941359847542
BTCUSDT,4,2022-06-11 11:00:00+00:00,2022-06-18 10:00:00+00:00,naive,168,169.2058823529412,244.6974722819516,0.8360203222113709
BTCUSDT,4,2022-06-11 11:00:00+00:00,2022-06-18 10:00:00+00:00,arima,168,172.42908150498528,245.84211323007025,0.8510610229793671
BTCUSDT,4,2022-06-11 11:00:00+00:00,2022-06-18 10:00:00+00:00,ast,168,1455.5545769922417,1641.0139458807325,7.230985117759685
BTCUSDT,5,2025-10-18 08:00:00+00:00,2025-10-25 07:00:00+00:00,naive,167,206.35588235294134,272.7672973972731,0.1863171221939349
BTCUSDT,5,2025-10-18 08:00:00+00:00,2025-10-25 07:00:00+00:00,arima,167,210.3801466849233,277.3205149065328,0.1899621387442289
BTCUSDT,5,2025-10-18 08:00:00+00:00,2025-10-25 07:00:00+00:00,ast,167,2013.6171977054098,2076.6647436373405,1.814937754774624
BTCUSDT,6,2024-01-04 17:00:00+00:00,2024-01-11 16:00:00+00:00,naive,167,388.79705882352914,622.3899262472984,0.840005157035899
BTCUSDT,6,2024-01-04 17:00:00+00:00,2024-01-11 16:00:00+00:00,arima,167,377.8130338177894,594.2015661703485,0.8160989530040358
BTCUSDT,6,2024-01-04 17:00:00+00:00,2024-01-11 16:00:00+00:00,ast,167,558.7154726317355,665.5991235434324,1.2107150491236638
BTCUSDT,7,2024-01-12 04:00:00+00:00,2024-01-19 03:00:00+00:00,naive,168,142.02647058823513,197.89723343190022,0.3382990559540898
BTCUSDT,7,2024-01-12 04:00:00+00:00,2024-01-19 03:00:00+00:00,arima,168,144.11844488600528,195.8916466023072,0.3429464020202401
BTCUSDT,7,2024-01-12 04:00:00+00:00,2024-01-19 03:00:00+00:00,ast,168,1432.7423911441622,1599.9413295511413,3.4256521985738093
BTCUSDT,8,2024-04-13 14:00:00+00:00,2024-04-20 13:00:00+00:00,naive,168,276.2676470588237,509.36563055258796,0.4314272716687181
BTCUSDT,8,2024-04-13 14:00:00+00:00,2024-04-20 13:00:00+00:00,arima,168,358.89263965239746,591.6106131950863,0.5600504173605749
BTCUSDT,8,2024-04-13 14:00:00+00:00,2024-04-20 13:00:00+00:00,ast,168,1469.7155353298854,1570.999948489715,2.286361857752988
BTCUSDT,9,2025-12-25 09:00:00+00:00,2026-01-01 08:00:00+00:00,naive,165,167.07272727272755,208.09786159401045,0.18946640886959715
BTCUSDT,9,2025-12-25 09:00:00+00:00,2026-01-01 08:00:00+00:00,arima,165,165.8572672760272,207.4712618624665,0.18805661233335624
BTCUSDT,9,2025-12-25 09:00:00+00:00,2026-01-01 08:00:00+00:00,ast,165,461.158074926465,583.3144908367694,0.5215041446302529
BTCUSDT,10,2023-05-14 11:00:00+00:00,2023-05-21 10:00:00+00:00,naive,167,39.800000000000125,61.10687359045611,0.1471880599711036
BTCUSDT,10,2023-05-14 11:00:00+00:00,2023-05-21 10:00:00+00:00,arima,167,36.02528549316444,58.00758929494254,0.13317924851722523
BTCUSDT,10,2023-05-14 11:00:00+00:00,2023-05-21 10:00:00+00:00,ast,167,38.26614508718326,59.90455342962218,0.14149774868618012
