retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:39:00+00:00,open_long,long,enter_long_C,68763.5,0.0036334683371265276,0.0036334683371265276,-250.0,250.0,0.15,,,,,0.0036334683371265276,68763.5,750.0,999.85009,enter long C: forecast reached +0.001% on minute 3 within 180 minutes,0.0
168,2026-02-14 02:39:00+00:00,close_long,long,enter_long_C,68911.9,0.0036334683371265276,0.0036334683371265276,250.3889731772088,250.0,0.15,0.15023352402073772,250.38920670122954,250.3889731772088,0.23897317720881775,0.0,,1000.3889731772088,1000.3889731772088,max_hold_reached,
