retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:21:00+00:00,open_long,long,enter_long_C,68800.8,0.003631498470948012,0.003631498470948012,-250.0,250.0,0.15,,,,,0.003631498470948012,68800.8,750.0,999.85009,enter long C: forecast reached +0.001% on minute 2 within 180 minutes,0.0
168,2026-02-14 02:21:00+00:00,close_long,long,enter_long_C,68865.7,0.003631498470948012,0.003631498470948012,250.08563284021406,250.0,0.15,0.15005141055045867,250.0856842507645,250.08563284021406,-0.06436715978595384,0.0,,1000.0856328402141,1000.0856328402141,max_hold_reached,
