week,start_ts,end_ts,raw_points,clean_points
1,2022-04-12 03:00:00+00:00,2022-04-19 02:00:00+00:00,168,167
2,2024-09-15 23:00:00+00:00,2024-09-22 22:00:00+00:00,168,168
3,2022-06-16 15:00:00+00:00,2022-06-23 14:00:00+00:00,168,168
4,2022-10-21 14:00:00+00:00,2022-10-28 13:00:00+00:00,168,165
5,2026-02-03 09:00:00+00:00,2026-02-10 08:00:00+00:00,168,168
6,2026-02-10 15:00:00+00:00,2026-02-17 14:00:00+00:00,168,168
7,2022-09-25 19:00:00+00:00,2022-10-02 18:00:00+00:00,168,166
8,2023-04-24 07:00:00+00:00,2023-05-01 06:00:00+00:00,168,164
9,2023-09-16 06:00:00+00:00,2023-09-23 05:00:00+00:00,168,167
10,2026-01-31 07:00:00+00:00,2026-02-07 06:00:00+00:00,168,168
11,2024-11-01 02:00:00+00:00,2024-11-08 01:00:00+00:00,168,168
12,2023-06-22 17:00:00+00:00,2023-06-29 16:00:00+00:00,168,167
13,2022-04-12 09:00:00+00:00,2022-04-19 08:00:00+00:00,168,167
14,2024-12-20 22:00:00+00:00,2024-12-27 21:00:00+00:00,168,168
15,2025-12-08 00:00:00+00:00,2025-12-14 23:00:00+00:00,168,166
16,2026-02-10 06:00:00+00:00,2026-02-17 05:00:00+00:00,168,168
17,2025-12-16 06:00:00+00:00,2025-12-23 05:00:00+00:00,168,166
18,2022-12-15 08:00:00+00:00,2022-12-22 07:00:00+00:00,168,168
19,2024-01-04 14:00:00+00:00,2024-01-11 13:00:00+00:00,168,168
20,2025-01-27 03:00:00+00:00,2025-02-03 02:00:00+00:00,168,167
21,2025-09-20 09:00:00+00:00,2025-09-27 08:00:00+00:00,168,167
22,2023-09-26 01:00:00+00:00,2023-10-03 00:00:00+00:00,168,166
23,2023-09-26 16:00:00+00:00,2023-10-03 15:00:00+00:00,168,166
24,2025-03-11 12:00:00+00:00,2025-03-18 11:00:00+00:00,168,168
25,2022-10-10 07:00:00+00:00,2022-10-17 06:00:00+00:00,168,165
26,2025-01-25 04:00:00+00:00,2025-02-01 03:00:00+00:00,168,168
27,2025-08-31 02:00:00+00:00,2025-09-07 01:00:00+00:00,168,166
28,2025-11-17 11:00:00+00:00,2025-11-24 10:00:00+00:00,168,168
29,2024-01-06 03:00:00+00:00,2024-01-13 02:00:00+00:00,168,167
30,2025-12-24 05:00:00+00:00,2025-12-31 04:00:00+00:00,168,165
31,2026-01-08 16:00:00+00:00,2026-01-15 15:00:00+00:00,168,168
32,2023-02-05 15:00:00+00:00,2023-02-12 14:00:00+00:00,168,167
33,2024-03-15 07:00:00+00:00,2024-03-22 06:00:00+00:00,168,168
34,2023-11-06 02:00:00+00:00,2023-11-13 01:00:00+00:00,168,168
35,2024-09-03 11:00:00+00:00,2024-09-10 10:00:00+00:00,168,168
36,2022-05-28 19:00:00+00:00,2022-06-04 18:00:00+00:00,168,168
37,2025-10-09 03:00:00+00:00,2025-10-16 02:00:00+00:00,168,168
38,2023-10-29 22:00:00+00:00,2023-11-05 21:00:00+00:00,168,167
39,2023-06-15 22:00:00+00:00,2023-06-22 21:00:00+00:00,168,168
40,2026-02-10 13:00:00+00:00,2026-02-17 12:00:00+00:00,168,168
41,2024-11-27 20:00:00+00:00,2024-12-04 19:00:00+00:00,168,168
42,2026-02-13 20:00:00+00:00,2026-02-20 19:00:00+00:00,168,168
43,2024-03-19 22:00:00+00:00,2024-03-26 21:00:00+00:00,168,168
44,2025-11-22 08:00:00+00:00,2025-11-29 07:00:00+00:00,168,168
45,2022-05-10 23:00:00+00:00,2022-05-17 22:00:00+00:00,168,168
46,2024-05-09 12:00:00+00:00,2024-05-16 11:00:00+00:00,168,167
47,2025-07-25 01:00:00+00:00,2025-08-01 00:00:00+00:00,168,168
48,2024-08-03 23:00:00+00:00,2024-08-10 22:00:00+00:00,168,168
49,2026-02-02 19:00:00+00:00,2026-02-09 18:00:00+00:00,168,168
50,2025-06-13 22:00:00+00:00,2025-06-20 21:00:00+00:00,168,168
51,2025-08-05 08:00:00+00:00,2025-08-12 07:00:00+00:00,168,168
52,2024-05-22 09:00:00+00:00,2024-05-29 08:00:00+00:00,168,168
53,2025-04-06 23:00:00+00:00,2025-04-13 22:00:00+00:00,168,167
54,2025-02-19 09:00:00+00:00,2025-02-26 08:00:00+00:00,168,167
55,2023-09-09 12:00:00+00:00,2023-09-16 11:00:00+00:00,168,167
56,2024-05-03 15:00:00+00:00,2024-05-10 14:00:00+00:00,168,168
57,2022-07-07 13:00:00+00:00,2022-07-14 12:00:00+00:00,168,168
58,2022-04-17 01:00:00+00:00,2022-04-24 00:00:00+00:00,168,167
59,2025-08-08 07:00:00+00:00,2025-08-15 06:00:00+00:00,168,168
60,2024-10-30 11:00:00+00:00,2024-11-06 10:00:00+00:00,168,168
61,2025-01-27 02:00:00+00:00,2025-02-03 01:00:00+00:00,168,167
62,2025-12-11 19:00:00+00:00,2025-12-18 18:00:00+00:00,168,163
63,2024-01-23 22:00:00+00:00,2024-01-30 21:00:00+00:00,168,168
64,2025-01-15 15:00:00+00:00,2025-01-22 14:00:00+00:00,168,167
65,2022-07-14 01:00:00+00:00,2022-07-21 00:00:00+00:00,168,168
66,2025-01-11 11:00:00+00:00,2025-01-18 10:00:00+00:00,168,168
67,2024-05-30 09:00:00+00:00,2024-06-06 08:00:00+00:00,168,168
68,2025-01-01 00:00:00+00:00,2025-01-07 23:00:00+00:00,168,168
69,2023-01-20 09:00:00+00:00,2023-01-27 08:00:00+00:00,168,167
70,2024-01-12 04:00:00+00:00,2024-01-19 03:00:00+00:00,168,168
71,2024-03-31 07:00:00+00:00,2024-04-07 06:00:00+00:00,168,167
72,2024-11-15 02:00:00+00:00,2024-11-22 01:00:00+00:00,168,168
73,2022-06-15 19:00:00+00:00,2022-06-22 18:00:00+00:00,168,168
74,2025-01-16 04:00:00+00:00,2025-01-23 03:00:00+00:00,168,167
75,2025-06-14 17:00:00+00:00,2025-06-21 16:00:00+00:00,168,168
76,2023-04-19 22:00:00+00:00,2023-04-26 21:00:00+00:00,168,166
77,2022-07-24 19:00:00+00:00,2022-07-31 18:00:00+00:00,168,167
78,2023-04-14 11:00:00+00:00,2023-04-21 10:00:00+00:00,168,167
79,2022-03-10 18:00:00+00:00,2022-03-17 17:00:00+00:00,168,167
80,2024-03-22 07:00:00+00:00,2024-03-29 06:00:00+00:00,168,168
81,2022-07-23 11:00:00+00:00,2022-07-30 10:00:00+00:00,168,167
82,2025-07-09 08:00:00+00:00,2025-07-16 07:00:00+00:00,168,167
83,2024-12-10 17:00:00+00:00,2024-12-17 16:00:00+00:00,168,168
84,2023-07-16 05:00:00+00:00,2023-07-23 04:00:00+00:00,168,167
85,2024-02-19 11:00:00+00:00,2024-02-26 10:00:00+00:00,168,168
86,2024-08-29 13:00:00+00:00,2024-09-05 12:00:00+00:00,168,168
87,2022-10-21 23:00:00+00:00,2022-10-28 22:00:00+00:00,168,165
88,2023-03-14 12:00:00+00:00,2023-03-21 11:00:00+00:00,168,168
89,2023-05-01 22:00:00+00:00,2023-05-08 21:00:00+00:00,168,168
90,2024-11-29 07:00:00+00:00,2024-12-06 06:00:00+00:00,168,168
91,2025-10-28 23:00:00+00:00,2025-11-04 22:00:00+00:00,168,168
92,2024-10-29 01:00:00+00:00,2024-11-05 00:00:00+00:00,168,168
93,2026-01-08 11:00:00+00:00,2026-01-15 10:00:00+00:00,168,168
94,2022-07-22 18:00:00+00:00,2022-07-29 17:00:00+00:00,168,167
95,2025-09-19 02:00:00+00:00,2025-09-26 01:00:00+00:00,168,167
96,2026-01-26 09:00:00+00:00,2026-02-02 08:00:00+00:00,168,168
97,2022-04-27 19:00:00+00:00,2022-05-04 18:00:00+00:00,168,168
98,2025-12-11 02:00:00+00:00,2025-12-18 01:00:00+00:00,168,164
99,2025-10-04 13:00:00+00:00,2025-10-11 12:00:00+00:00,168,168
100,2022-08-29 06:00:00+00:00,2022-09-05 05:00:00+00:00,168,168
