model,MAE,RMSE,MAPE
naive,197.58061497326187,278.435524230829,0.43513351545852536
arima,201.22424812216832,284.8460207903539,0.4395907965684443
ast,1526.6183751788108,1599.4009669093834,3.3694322144822855
