model,MAE,RMSE,MAPE
naive,429.02181604407366,3156.0982807758487,1.1213573577764837
lstm,433.65829766165257,3158.3296393383685,1.1308376662752124
nbeats,442.47888697762477,3157.0500055594975,1.1523787554235339
arima,6287.949678680237,15290.243336025485,20.14827275375826
