retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:20:00+00:00,open_long,long,enter_long_C,68794.0,0.003631857429426985,0.003631857429426985,-250.0,250.0,0.15,,,,,0.003631857429426985,68794.0,750.0,999.85009,enter long C: forecast reached +0.001% on minute 3 within 180 minutes,0.0
168,2026-02-14 02:20:00+00:00,close_long,long,enter_long_C,68909.3,0.003631857429426985,0.003631857429426985,250.26859190971598,250.0,0.15,0.15016125189696775,250.26875316161295,250.26859190971598,0.11859190971597419,0.0,,1000.268591909716,1000.268591909716,max_hold_reached,
