week,start_ts,end_ts,raw_points,clean_points
50,2024-10-17 03:00:00+00:00,2024-10-24 02:00:00+00:00,168,168
51,2023-04-04 07:00:00+00:00,2023-04-11 06:00:00+00:00,168,166
52,2024-09-07 03:00:00+00:00,2024-09-14 02:00:00+00:00,168,168
53,2022-12-29 02:00:00+00:00,2023-01-05 01:00:00+00:00,168,168
54,2023-02-02 10:00:00+00:00,2023-02-09 09:00:00+00:00,168,167
55,2023-05-04 09:00:00+00:00,2023-05-11 08:00:00+00:00,168,168
56,2022-08-29 04:00:00+00:00,2022-09-05 03:00:00+00:00,168,168
57,2023-05-10 16:00:00+00:00,2023-05-17 15:00:00+00:00,168,167
58,2023-10-25 13:00:00+00:00,2023-11-01 12:00:00+00:00,168,168
59,2023-03-02 07:00:00+00:00,2023-03-09 06:00:00+00:00,168,167
60,2022-03-15 00:00:00+00:00,2022-03-21 23:00:00+00:00,168,166
61,2026-02-02 05:00:00+00:00,2026-02-09 04:00:00+00:00,168,168
62,2023-10-31 22:00:00+00:00,2023-11-07 21:00:00+00:00,168,167
63,2026-01-26 22:00:00+00:00,2026-02-02 21:00:00+00:00,168,168
64,2022-10-07 17:00:00+00:00,2022-10-14 16:00:00+00:00,168,165
65,2026-02-14 04:00:00+00:00,2026-02-21 03:00:00+00:00,168,168
66,2025-08-11 23:00:00+00:00,2025-08-18 22:00:00+00:00,168,168
67,2025-04-23 17:00:00+00:00,2025-04-30 16:00:00+00:00,168,168
68,2022-04-24 00:00:00+00:00,2022-04-30 23:00:00+00:00,168,168
69,2022-07-21 15:00:00+00:00,2022-07-28 14:00:00+00:00,168,167
70,2023-10-24 03:00:00+00:00,2023-10-31 02:00:00+00:00,168,168
71,2026-02-01 14:00:00+00:00,2026-02-08 13:00:00+00:00,168,168
72,2023-09-21 11:00:00+00:00,2023-09-28 10:00:00+00:00,168,166
73,2022-08-08 02:00:00+00:00,2022-08-15 01:00:00+00:00,168,167
74,2023-12-01 12:00:00+00:00,2023-12-08 11:00:00+00:00,168,168
75,2025-09-07 07:00:00+00:00,2025-09-14 06:00:00+00:00,168,168
76,2022-09-16 10:00:00+00:00,2022-09-23 09:00:00+00:00,168,167
77,2025-06-02 15:00:00+00:00,2025-06-09 14:00:00+00:00,168,168
78,2024-12-25 21:00:00+00:00,2025-01-01 20:00:00+00:00,168,167
79,2025-12-26 23:00:00+00:00,2026-01-02 22:00:00+00:00,168,167
80,2024-04-28 16:00:00+00:00,2024-05-05 15:00:00+00:00,168,168
81,2026-02-12 07:00:00+00:00,2026-02-19 06:00:00+00:00,168,168
82,2024-04-17 08:00:00+00:00,2024-04-24 07:00:00+00:00,168,167
83,2023-01-05 10:00:00+00:00,2023-01-12 09:00:00+00:00,168,166
84,2024-02-24 01:00:00+00:00,2024-03-02 00:00:00+00:00,168,168
85,2022-07-24 17:00:00+00:00,2022-07-31 16:00:00+00:00,168,167
86,2024-09-26 07:00:00+00:00,2024-10-03 06:00:00+00:00,168,168
87,2024-02-11 14:00:00+00:00,2024-02-18 13:00:00+00:00,168,168
88,2023-08-10 20:00:00+00:00,2023-08-17 19:00:00+00:00,168,167
89,2024-10-03 04:00:00+00:00,2024-10-10 03:00:00+00:00,168,168
90,2022-12-09 09:00:00+00:00,2022-12-16 08:00:00+00:00,168,164
91,2024-06-02 05:00:00+00:00,2024-06-09 04:00:00+00:00,168,168
92,2023-05-04 19:00:00+00:00,2023-05-11 18:00:00+00:00,168,167
93,2024-02-18 16:00:00+00:00,2024-02-25 15:00:00+00:00,168,168
94,2022-04-15 01:00:00+00:00,2022-04-22 00:00:00+00:00,168,167
95,2025-09-15 09:00:00+00:00,2025-09-22 08:00:00+00:00,168,168
96,2024-08-28 00:00:00+00:00,2024-09-03 23:00:00+00:00,168,168
97,2025-11-10 12:00:00+00:00,2025-11-17 11:00:00+00:00,168,168
98,2025-04-10 21:00:00+00:00,2025-04-17 20:00:00+00:00,168,168
99,2024-11-19 08:00:00+00:00,2024-11-26 07:00:00+00:00,168,168
100,2022-03-20 08:00:00+00:00,2022-03-27 07:00:00+00:00,168,168
