week,start_ts,end_ts,raw_points,clean_points
1,2023-04-07 19:00:00+00:00,2023-04-14 18:00:00+00:00,168,167
2,2022-11-07 22:00:00+00:00,2022-11-14 21:00:00+00:00,168,167
3,2024-03-14 13:00:00+00:00,2024-03-21 12:00:00+00:00,168,168
4,2023-09-02 14:00:00+00:00,2023-09-09 13:00:00+00:00,168,168
5,2023-10-27 03:00:00+00:00,2023-11-03 02:00:00+00:00,168,167
6,2024-02-09 11:00:00+00:00,2024-02-16 10:00:00+00:00,168,168
7,2023-05-12 09:00:00+00:00,2023-05-19 08:00:00+00:00,168,167
8,2022-08-26 23:00:00+00:00,2022-09-02 22:00:00+00:00,168,168
9,2022-06-15 07:00:00+00:00,2022-06-22 06:00:00+00:00,168,168
10,2025-01-18 00:00:00+00:00,2025-01-24 23:00:00+00:00,168,167
11,2024-07-02 20:00:00+00:00,2024-07-09 19:00:00+00:00,168,168
12,2025-04-02 22:00:00+00:00,2025-04-09 21:00:00+00:00,168,167
13,2023-03-27 21:00:00+00:00,2023-04-03 20:00:00+00:00,168,168
14,2024-01-14 04:00:00+00:00,2024-01-21 03:00:00+00:00,168,168
15,2025-06-03 19:00:00+00:00,2025-06-10 18:00:00+00:00,168,168
16,2023-06-17 06:00:00+00:00,2023-06-24 05:00:00+00:00,168,167
17,2024-05-21 10:00:00+00:00,2024-05-28 09:00:00+00:00,168,168
18,2024-02-06 19:00:00+00:00,2024-02-13 18:00:00+00:00,168,168
19,2025-03-24 18:00:00+00:00,2025-03-31 17:00:00+00:00,168,168
20,2022-03-21 16:00:00+00:00,2022-03-28 15:00:00+00:00,168,167
21,2024-04-13 00:00:00+00:00,2024-04-19 23:00:00+00:00,168,168
22,2025-10-20 03:00:00+00:00,2025-10-27 02:00:00+00:00,168,167
23,2022-11-23 15:00:00+00:00,2022-11-30 14:00:00+00:00,168,167
24,2023-07-02 22:00:00+00:00,2023-07-09 21:00:00+00:00,168,167
25,2025-08-04 14:00:00+00:00,2025-08-11 13:00:00+00:00,168,168
26,2023-12-12 21:00:00+00:00,2023-12-19 20:00:00+00:00,168,168
27,2026-01-31 23:00:00+00:00,2026-02-07 22:00:00+00:00,168,168
28,2026-02-12 12:00:00+00:00,2026-02-19 11:00:00+00:00,168,168
29,2025-12-21 10:00:00+00:00,2025-12-28 09:00:00+00:00,168,166
30,2025-02-22 09:00:00+00:00,2025-03-01 08:00:00+00:00,168,168
31,2025-12-02 19:00:00+00:00,2025-12-09 18:00:00+00:00,168,168
32,2023-04-03 02:00:00+00:00,2023-04-10 01:00:00+00:00,168,166
33,2024-07-21 04:00:00+00:00,2024-07-28 03:00:00+00:00,168,168
34,2024-06-02 17:00:00+00:00,2024-06-09 16:00:00+00:00,168,168
35,2022-09-12 08:00:00+00:00,2022-09-19 07:00:00+00:00,168,166
36,2023-02-24 10:00:00+00:00,2023-03-03 09:00:00+00:00,168,167
37,2024-11-22 02:00:00+00:00,2024-11-29 01:00:00+00:00,168,168
38,2025-04-07 14:00:00+00:00,2025-04-14 13:00:00+00:00,168,167
39,2024-03-10 09:00:00+00:00,2024-03-17 08:00:00+00:00,168,168
40,2026-02-24 00:00:00+00:00,2026-03-02 23:00:00+00:00,168,168
41,2022-11-16 12:00:00+00:00,2022-11-23 11:00:00+00:00,168,168
42,2025-11-06 19:00:00+00:00,2025-11-13 18:00:00+00:00,168,168
43,2023-03-15 02:00:00+00:00,2023-03-22 01:00:00+00:00,168,168
44,2023-01-03 11:00:00+00:00,2023-01-10 10:00:00+00:00,168,167
45,2024-04-09 09:00:00+00:00,2024-04-16 08:00:00+00:00,168,167
46,2024-01-14 15:00:00+00:00,2024-01-21 14:00:00+00:00,168,168
47,2025-10-02 21:00:00+00:00,2025-10-09 20:00:00+00:00,168,168
48,2025-07-11 05:00:00+00:00,2025-07-18 04:00:00+00:00,168,168
49,2024-01-16 02:00:00+00:00,2024-01-23 01:00:00+00:00,168,168
