retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:38:00+00:00,open_long,long,enter_long_C,68785.2,0.003632322069282346,0.003632322069282346,-250.0,250.0,0.15,,,,,0.003632322069282346,68785.2,750.0,999.85009,enter long C: forecast reached +0.002% on minute 10 within 180 minutes,0.0
168,2026-02-14 02:38:00+00:00,close_long,long,enter_long_C,68867.4,0.003632322069282346,0.003632322069282346,250.14848772797055,250.0,0.15,0.15008914612445698,250.148576874095,250.14848772797055,-0.0015122720294586944,0.0,,1000.1484877279705,1000.1484877279705,max_hold_reached,
