week,start_ts,end_ts,raw_points,clean_points
1,2024-06-10 07:00:00+00:00,2024-06-17 06:00:00+00:00,168,167
2,2024-08-14 08:00:00+00:00,2024-08-21 07:00:00+00:00,168,168
3,2022-10-19 01:00:00+00:00,2022-10-26 00:00:00+00:00,168,166
4,2022-12-26 02:00:00+00:00,2023-01-02 01:00:00+00:00,168,168
5,2023-04-03 11:00:00+00:00,2023-04-10 10:00:00+00:00,168,166
6,2025-03-06 16:00:00+00:00,2025-03-13 15:00:00+00:00,168,167
7,2023-12-03 07:00:00+00:00,2023-12-10 06:00:00+00:00,168,168
8,2022-04-25 11:00:00+00:00,2022-05-02 10:00:00+00:00,168,168
9,2022-04-14 18:00:00+00:00,2022-04-21 17:00:00+00:00,168,167
10,2026-02-19 01:00:00+00:00,2026-02-26 00:00:00+00:00,168,167
11,2022-10-08 19:00:00+00:00,2022-10-15 18:00:00+00:00,168,165
12,2025-06-12 09:00:00+00:00,2025-06-19 08:00:00+00:00,168,168
13,2022-03-27 01:00:00+00:00,2022-04-03 00:00:00+00:00,168,167
14,2022-10-16 14:00:00+00:00,2022-10-23 13:00:00+00:00,168,168
15,2022-06-05 11:00:00+00:00,2022-06-12 10:00:00+00:00,168,167
16,2025-08-25 00:00:00+00:00,2025-08-31 23:00:00+00:00,168,168
17,2023-05-22 20:00:00+00:00,2023-05-29 19:00:00+00:00,168,168
18,2022-07-16 23:00:00+00:00,2022-07-23 22:00:00+00:00,168,168
19,2025-02-08 05:00:00+00:00,2025-02-15 04:00:00+00:00,168,168
20,2023-11-23 00:00:00+00:00,2023-11-29 23:00:00+00:00,168,168
21,2023-12-03 09:00:00+00:00,2023-12-10 08:00:00+00:00,168,168
22,2024-07-05 04:00:00+00:00,2024-07-12 03:00:00+00:00,168,168
23,2023-02-06 09:00:00+00:00,2023-02-13 08:00:00+00:00,168,167
24,2024-03-22 09:00:00+00:00,2024-03-29 08:00:00+00:00,168,168
25,2022-09-15 00:00:00+00:00,2022-09-21 23:00:00+00:00,168,165
26,2025-01-28 11:00:00+00:00,2025-02-04 10:00:00+00:00,168,168
27,2024-01-13 15:00:00+00:00,2024-01-20 14:00:00+00:00,168,168
28,2024-12-11 19:00:00+00:00,2024-12-18 18:00:00+00:00,168,168
29,2024-12-26 12:00:00+00:00,2025-01-02 11:00:00+00:00,168,167
30,2025-08-12 21:00:00+00:00,2025-08-19 20:00:00+00:00,168,168
31,2022-06-15 07:00:00+00:00,2022-06-22 06:00:00+00:00,168,168
32,2025-09-24 23:00:00+00:00,2025-10-01 22:00:00+00:00,168,167
33,2025-06-09 08:00:00+00:00,2025-06-16 07:00:00+00:00,168,168
34,2024-11-25 18:00:00+00:00,2024-12-02 17:00:00+00:00,168,168
35,2025-03-23 23:00:00+00:00,2025-03-30 22:00:00+00:00,168,168
36,2024-09-25 03:00:00+00:00,2024-10-02 02:00:00+00:00,168,168
37,2025-02-17 05:00:00+00:00,2025-02-24 04:00:00+00:00,168,168
38,2022-07-11 09:00:00+00:00,2022-07-18 08:00:00+00:00,168,168
39,2023-10-05 13:00:00+00:00,2023-10-12 12:00:00+00:00,168,166
40,2024-02-21 05:00:00+00:00,2024-02-28 04:00:00+00:00,168,168
41,2025-10-03 00:00:00+00:00,2025-10-09 23:00:00+00:00,168,168
42,2022-08-14 06:00:00+00:00,2022-08-21 05:00:00+00:00,168,167
43,2025-11-24 02:00:00+00:00,2025-12-01 01:00:00+00:00,168,167
44,2023-11-04 00:00:00+00:00,2023-11-10 23:00:00+00:00,168,168
45,2022-10-19 18:00:00+00:00,2022-10-26 17:00:00+00:00,168,165
46,2025-04-12 15:00:00+00:00,2025-04-19 14:00:00+00:00,168,168
47,2023-10-28 02:00:00+00:00,2023-11-04 01:00:00+00:00,168,167
48,2023-01-30 03:00:00+00:00,2023-02-06 02:00:00+00:00,168,166
49,2025-09-22 11:00:00+00:00,2025-09-29 10:00:00+00:00,168,167
50,2026-02-25 21:00:00+00:00,2026-03-04 20:00:00+00:00,168,168
51,2025-12-09 09:00:00+00:00,2025-12-16 08:00:00+00:00,168,166
52,2024-09-17 04:00:00+00:00,2024-09-24 03:00:00+00:00,168,168
53,2022-12-21 00:00:00+00:00,2022-12-27 23:00:00+00:00,168,168
54,2023-04-14 17:00:00+00:00,2023-04-21 16:00:00+00:00,168,167
55,2025-05-27 00:00:00+00:00,2025-06-02 23:00:00+00:00,168,168
56,2023-12-24 15:00:00+00:00,2023-12-31 14:00:00+00:00,168,168
57,2025-07-16 22:00:00+00:00,2025-07-23 21:00:00+00:00,168,168
58,2024-07-12 11:00:00+00:00,2024-07-19 10:00:00+00:00,168,168
59,2025-03-19 23:00:00+00:00,2025-03-26 22:00:00+00:00,168,168
60,2023-02-01 15:00:00+00:00,2023-02-08 14:00:00+00:00,168,166
61,2024-08-05 21:00:00+00:00,2024-08-12 20:00:00+00:00,168,166
62,2024-07-24 19:00:00+00:00,2024-07-31 18:00:00+00:00,168,168
63,2025-10-31 18:00:00+00:00,2025-11-07 17:00:00+00:00,168,168
64,2022-06-09 07:00:00+00:00,2022-06-16 06:00:00+00:00,168,168
65,2025-05-18 00:00:00+00:00,2025-05-24 23:00:00+00:00,168,168
66,2022-04-24 12:00:00+00:00,2022-05-01 11:00:00+00:00,168,168
67,2023-04-09 21:00:00+00:00,2023-04-16 20:00:00+00:00,168,167
68,2023-03-22 15:00:00+00:00,2023-03-29 14:00:00+00:00,168,167
69,2025-06-28 03:00:00+00:00,2025-07-05 02:00:00+00:00,168,168
