retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 22:59:00+00:00,open_long,long,enter_long_C,68965.0,0.0036228521713912855,0.0036228521713912855,-250.0,250.0,0.15,,,,,0.0036228521713912855,68965.0,750.0,999.85009,enter long C: forecast reached +0.003% on minute 1 within 180 minutes,0.0
168,2026-02-14 02:59:00+00:00,close_long,long,enter_long_C,68842.8,0.0036228521713912855,0.0036228521713912855,249.40764309217718,250.0,0.15,0.14964437247879359,249.407287464656,249.40764309217718,-0.7423569078227982,0.0,,999.4076430921772,999.4076430921772,max_hold_reached,
