model,MAE,RMSE,MAPE
naive,426.29274900012535,3026.2911786129475,1.120270312828407
lstm,431.2145183686336,3028.3189714636414,1.1297827739512531
nbeats,440.083217045043,3027.336058780395,1.151828774143042
arima,38321.93303700283,38428.81778223801,130.2127327756011
