model,windows,mean_MAE,mean_RMSE,mean_MAPE,mean_fit_sec,mean_predict_sec,mean_total_sec
catboost,10,39.776071124863236,56.975684518915294,0.0583805440282657,1.928016779999598,0.9792444299993803,2.9072612099989783
