model,MAE,RMSE,MAPE
naive,208.76609625668462,303.9557083399558,0.3937560493552924
arima,217.6063506979312,312.35356995450064,0.40711093055681663
ast,891.2415387867934,998.4803531733072,1.8563591350130193
