symbol,week,start_ts,end_ts,model,n_points,MAE,RMSE,MAPE,duration_sec
BTCUSDT,1,2024-04-19 08:00:00+00:00,2024-04-26 07:00:00+00:00,naive,168,379.72976190476174,2395.989132656808,0.585621002541386,0.00022139999782666564
BTCUSDT,1,2024-04-19 08:00:00+00:00,2024-04-26 07:00:00+00:00,arima,168,378.8448276165173,2395.9278640080233,0.5842579823702254,2.854099399992265
BTCUSDT,1,2024-04-19 08:00:00+00:00,2024-04-26 07:00:00+00:00,nbeats,168,380.2215445841885,2393.6212787114473,0.5863902822482077,0.11832649999996647
BTCUSDT,1,2024-04-19 08:00:00+00:00,2024-04-26 07:00:00+00:00,lstm,168,392.14900168392654,2399.282744698399,0.6048397968152964,0.09060580001096241
BTCUSDT,2,2022-09-15 05:00:00+00:00,2022-09-22 04:00:00+00:00,naive,165,543.4933333333333,5867.016193200145,2.718476590328643,0.00020569999469444156
BTCUSDT,2,2022-09-15 05:00:00+00:00,2022-09-22 04:00:00+00:00,arima,165,544.3201267111951,5867.017091189317,2.722574758456738,2.8206809000112116
BTCUSDT,2,2022-09-15 05:00:00+00:00,2022-09-22 04:00:00+00:00,nbeats,165,565.7502062293084,5864.972874359999,2.834864517050548,0.14946070002042688
BTCUSDT,2,2022-09-15 05:00:00+00:00,2022-09-22 04:00:00+00:00,lstm,165,550.7090146645327,5868.652049211372,2.7555773359763163,0.09023179998621345
BTCUSDT,3,2024-12-07 17:00:00+00:00,2024-12-14 16:00:00+00:00,naive,168,418.6369047619051,645.8113555093028,0.42251818188564944,0.00018770000315271318
BTCUSDT,3,2024-12-07 17:00:00+00:00,2024-12-14 16:00:00+00:00,arima,168,418.32353543636566,645.2813472172945,0.42219533776819845,3.031248300016159
BTCUSDT,3,2024-12-07 17:00:00+00:00,2024-12-14 16:00:00+00:00,nbeats,168,427.92552671515267,652.7933459495085,0.4317875057271284,0.3753590999986045
BTCUSDT,3,2024-12-07 17:00:00+00:00,2024-12-14 16:00:00+00:00,lstm,168,421.4904315422285,646.3855437563616,0.4254567269128224,0.20278069999767467
BTCUSDT,4,2022-06-06 15:00:00+00:00,2022-06-13 14:00:00+00:00,naive,168,540.7434523809524,4939.44781610614,1.770338676473952,0.00020070001482963562
BTCUSDT,4,2022-06-06 15:00:00+00:00,2022-06-13 14:00:00+00:00,arima,168,542.3194130165977,4939.528908581588,1.7754822099073087,3.2501921000075527
BTCUSDT,4,2022-06-06 15:00:00+00:00,2022-06-13 14:00:00+00:00,nbeats,168,562.7718057089891,4938.311707483946,1.8526226988401493,0.1420079999952577
BTCUSDT,4,2022-06-06 15:00:00+00:00,2022-06-13 14:00:00+00:00,lstm,168,557.731631476768,4941.846985795602,1.8275048642174903,0.1969563000020571
BTCUSDT,5,2026-02-08 18:00:00+00:00,2026-02-15 17:00:00+00:00,naive,168,443.67023809523755,1919.1403514520316,0.6397360954913482,0.00025549999554641545
BTCUSDT,5,2026-02-08 18:00:00+00:00,2026-02-15 17:00:00+00:00,arima,168,443.28108331665135,1919.1412682620742,0.6392022571865822,3.215602999989642
BTCUSDT,5,2026-02-08 18:00:00+00:00,2026-02-15 17:00:00+00:00,nbeats,168,442.86091063152173,1916.4015376581763,0.6386008541598582,0.11551950001739897
BTCUSDT,5,2026-02-08 18:00:00+00:00,2026-02-15 17:00:00+00:00,lstm,168,446.83044420218425,1921.252822247823,0.6441122174845001,0.19355979998363182
BTCUSDT,6,2025-09-29 10:00:00+00:00,2025-10-06 09:00:00+00:00,naive,168,384.7267857142854,1344.3669351665305,0.3281762133295309,0.00019550000433810055
BTCUSDT,6,2025-09-29 10:00:00+00:00,2025-10-06 09:00:00+00:00,arima,168,385.0991020336051,1344.5051628345063,0.32851822538527015,3.2095461999997497
BTCUSDT,6,2025-09-29 10:00:00+00:00,2025-10-06 09:00:00+00:00,nbeats,168,425.0584488640569,1360.6720342025858,0.3626966843044063,0.129189100000076
BTCUSDT,6,2025-09-29 10:00:00+00:00,2025-10-06 09:00:00+00:00,lstm,168,387.5079295714736,1341.9519230557125,0.33079431954065525,0.19604559999424964
BTCUSDT,7,2024-10-12 02:00:00+00:00,2024-10-19 01:00:00+00:00,naive,165,383.4515151515147,2578.279057339439,0.5977219091168471,0.0001922000083141029
BTCUSDT,7,2024-10-12 02:00:00+00:00,2024-10-19 01:00:00+00:00,arima,165,384.1188112434159,2578.261753383249,0.5988023178398904,3.334788899985142
BTCUSDT,7,2024-10-12 02:00:00+00:00,2024-10-19 01:00:00+00:00,nbeats,165,382.47404940706207,2575.400046973831,0.596315522815497,0.1617958999995608
BTCUSDT,7,2024-10-12 02:00:00+00:00,2024-10-19 01:00:00+00:00,lstm,165,392.609015039364,2580.6603711570224,0.6125317817860726,0.08921400000690483
BTCUSDT,8,2023-07-18 22:00:00+00:00,2023-07-25 21:00:00+00:00,naive,166,447.00481927710825,5097.524113558782,1.499924519390696,0.00018730000010691583
BTCUSDT,8,2023-07-18 22:00:00+00:00,2023-07-25 21:00:00+00:00,arima,166,447.34593192841635,5097.505549410402,1.501076683230104,3.379037900012918
BTCUSDT,8,2023-07-18 22:00:00+00:00,2023-07-25 21:00:00+00:00,nbeats,166,481.1294953160421,5095.636028082132,1.6159160186755512,0.12217160000000149
BTCUSDT,8,2023-07-18 22:00:00+00:00,2023-07-25 21:00:00+00:00,lstm,166,452.00459725855507,5099.156211890041,1.5165429744067918,0.09003900000243448
BTCUSDT,9,2023-03-02 09:00:00+00:00,2023-03-09 08:00:00+00:00,naive,167,478.3107784431136,5578.709937060385,2.0537902981422365,0.0001812000118661672
BTCUSDT,9,2023-03-02 09:00:00+00:00,2023-03-09 08:00:00+00:00,arima,167,479.597901135416,5578.716004176733,2.0592972145530113,3.2271285000024363
BTCUSDT,9,2023-03-02 09:00:00+00:00,2023-03-09 08:00:00+00:00,nbeats,167,517.2786700591364,5576.777007856121,2.2298493519218034,0.3834760999889113
BTCUSDT,9,2023-03-02 09:00:00+00:00,2023-03-09 08:00:00+00:00,lstm,167,486.0901739468515,5580.3221734470635,2.08775629112393,0.09322029998293146
BTCUSDT,10,2022-07-10 06:00:00+00:00,2022-07-17 05:00:00+00:00,naive,168,538.5619047619048,5724.925567232917,2.5506473618364023,0.0001984999980777502
BTCUSDT,10,2022-07-10 06:00:00+00:00,2022-07-17 05:00:00+00:00,arima,168,539.5907816009228,5724.917084869171,2.5554188278710286,3.4511559999955352
