model,MAE,RMSE,MAPE
naive,262.92441176470595,353.5045208542133,0.3234034937296298
arima,269.1413417164965,361.664134815932,0.3303089417129802
ast,921.5868974845189,1028.4127781728944,1.0396573940407645
