model,MAE,RMSE,MAPE
naive,492.95650083519644,4078.5907459384434,1.3382582724535248
lstm,493.5682156554953,4078.7338530034212,1.340075104219617
nbeats,498.6538203313826,4079.8898093688804,1.3592823015939888
