retrain_hours,timestamp,action,side,signal_type,price,qty,asset_qty,cash_flow,invested_cash_gross,entry_fee_cash,exit_fee_cash,gross_sale_value,net_sale_value,realized_pnl,position_qty_after,avg_entry_after,free_cash_after,equity_after,reason,grid_realized_pnl_after
168,2026-02-13 23:14:00+00:00,open_long,long,enter_long_C,68890.9,0.0036267489610383955,0.0036267489610383955,-250.0,250.0,0.15,,,,,0.0036267489610383955,68890.9,750.0,999.85009,enter long C: forecast reached +0.005% on minute 1 within 180 minutes,0.0
168,2026-02-14 03:14:00+00:00,close_long,long,enter_long_C,68876.0,0.0036267489610383955,0.0036267489610383955,249.79608386361625,250.0,0.15,0.14987757686428832,249.79596144048054,249.79608386361625,-0.3539161363837393,0.0,,999.7960838636162,999.7960838636162,max_hold_reached,
