model,windows,mean_MAE,mean_RMSE,mean_MAPE,mean_fit_sec,mean_predict_sec,mean_total_sec
catboost,10,39.74004444698405,56.91765272503507,0.058329490129826224,1.2652497599978232,0.9431974499981152,2.2084472099959385
