week,start_ts,end_ts,raw_points,clean_points
1,2024-08-05 00:00:00+00:00,2024-08-11 23:00:00+00:00,168,165
2,2023-12-27 20:00:00+00:00,2024-01-03 19:00:00+00:00,168,167
3,2023-02-09 13:00:00+00:00,2023-02-16 12:00:00+00:00,168,165
4,2023-01-17 02:00:00+00:00,2023-01-24 01:00:00+00:00,168,167
5,2024-03-20 20:00:00+00:00,2024-03-27 19:00:00+00:00,168,168
6,2023-05-29 22:00:00+00:00,2023-06-05 21:00:00+00:00,168,167
7,2025-07-07 07:00:00+00:00,2025-07-14 06:00:00+00:00,168,166
8,2025-05-02 13:00:00+00:00,2025-05-09 12:00:00+00:00,168,168
9,2025-10-07 04:00:00+00:00,2025-10-14 03:00:00+00:00,168,168
10,2024-07-17 06:00:00+00:00,2024-07-24 05:00:00+00:00,168,168
11,2023-11-05 22:00:00+00:00,2023-11-12 21:00:00+00:00,168,168
12,2024-07-02 12:00:00+00:00,2024-07-09 11:00:00+00:00,168,168
13,2025-04-05 16:00:00+00:00,2025-04-12 15:00:00+00:00,168,167
14,2025-05-13 11:00:00+00:00,2025-05-20 10:00:00+00:00,168,168
15,2025-02-27 09:00:00+00:00,2025-03-06 08:00:00+00:00,168,168
16,2022-05-30 17:00:00+00:00,2022-06-06 16:00:00+00:00,168,168
17,2022-07-01 11:00:00+00:00,2022-07-08 10:00:00+00:00,168,168
18,2024-09-07 18:00:00+00:00,2024-09-14 17:00:00+00:00,168,168
19,2024-06-05 01:00:00+00:00,2024-06-12 00:00:00+00:00,168,168
20,2025-08-19 17:00:00+00:00,2025-08-26 16:00:00+00:00,168,167
21,2025-08-09 13:00:00+00:00,2025-08-16 12:00:00+00:00,168,168
22,2023-07-26 21:00:00+00:00,2023-08-02 20:00:00+00:00,168,167
23,2023-04-16 14:00:00+00:00,2023-04-23 13:00:00+00:00,168,167
24,2022-06-04 16:00:00+00:00,2022-06-11 15:00:00+00:00,168,166
25,2024-04-29 12:00:00+00:00,2024-05-06 11:00:00+00:00,168,168
26,2024-07-16 05:00:00+00:00,2024-07-23 04:00:00+00:00,168,168
27,2023-04-13 11:00:00+00:00,2023-04-20 10:00:00+00:00,168,167
28,2022-03-19 17:00:00+00:00,2022-03-26 16:00:00+00:00,168,168
29,2025-03-18 22:00:00+00:00,2025-03-25 21:00:00+00:00,168,168
30,2023-11-28 09:00:00+00:00,2023-12-05 08:00:00+00:00,168,168
31,2024-02-26 08:00:00+00:00,2024-03-04 07:00:00+00:00,168,168
32,2023-06-04 12:00:00+00:00,2023-06-11 11:00:00+00:00,168,166
33,2023-07-14 20:00:00+00:00,2023-07-21 19:00:00+00:00,168,167
34,2025-03-14 18:00:00+00:00,2025-03-21 17:00:00+00:00,168,168
35,2023-10-10 03:00:00+00:00,2023-10-17 02:00:00+00:00,168,167
36,2024-09-23 11:00:00+00:00,2024-09-30 10:00:00+00:00,168,168
37,2024-11-02 15:00:00+00:00,2024-11-09 14:00:00+00:00,168,168
38,2024-01-15 23:00:00+00:00,2024-01-22 22:00:00+00:00,168,168
39,2025-05-17 17:00:00+00:00,2025-05-24 16:00:00+00:00,168,168
40,2024-01-26 22:00:00+00:00,2024-02-02 21:00:00+00:00,168,168
41,2024-06-10 14:00:00+00:00,2024-06-17 13:00:00+00:00,168,167
42,2023-03-17 23:00:00+00:00,2023-03-24 22:00:00+00:00,168,167
43,2024-10-26 20:00:00+00:00,2024-11-02 19:00:00+00:00,168,167
44,2024-03-30 08:00:00+00:00,2024-04-06 07:00:00+00:00,168,167
45,2022-04-23 07:00:00+00:00,2022-04-30 06:00:00+00:00,168,168
46,2026-02-19 00:00:00+00:00,2026-02-25 23:00:00+00:00,168,167
47,2023-06-29 18:00:00+00:00,2023-07-06 17:00:00+00:00,168,166
48,2022-03-22 09:00:00+00:00,2022-03-29 08:00:00+00:00,168,167
49,2024-07-09 09:00:00+00:00,2024-07-16 08:00:00+00:00,168,168
50,2023-08-13 02:00:00+00:00,2023-08-20 01:00:00+00:00,168,165
51,2023-08-06 14:00:00+00:00,2023-08-13 13:00:00+00:00,168,168
52,2024-07-30 12:00:00+00:00,2024-08-06 11:00:00+00:00,168,167
53,2022-10-19 16:00:00+00:00,2022-10-26 15:00:00+00:00,168,165
54,2025-07-26 07:00:00+00:00,2025-08-02 06:00:00+00:00,168,168
55,2024-04-13 06:00:00+00:00,2024-04-20 05:00:00+00:00,168,168
56,2024-01-12 03:00:00+00:00,2024-01-19 02:00:00+00:00,168,168
57,2023-08-01 03:00:00+00:00,2023-08-08 02:00:00+00:00,168,167
58,2025-10-12 00:00:00+00:00,2025-10-18 23:00:00+00:00,168,168
59,2023-03-08 16:00:00+00:00,2023-03-15 15:00:00+00:00,168,166
60,2024-12-15 23:00:00+00:00,2024-12-22 22:00:00+00:00,168,168
61,2023-10-07 12:00:00+00:00,2023-10-14 11:00:00+00:00,168,168
62,2025-12-26 00:00:00+00:00,2026-01-01 23:00:00+00:00,168,165
63,2025-03-28 20:00:00+00:00,2025-04-04 19:00:00+00:00,168,168
64,2023-07-13 01:00:00+00:00,2023-07-20 00:00:00+00:00,168,166
65,2024-05-13 23:00:00+00:00,2024-05-20 22:00:00+00:00,168,168
66,2024-06-01 16:00:00+00:00,2024-06-08 15:00:00+00:00,168,168
67,2025-09-18 02:00:00+00:00,2025-09-25 01:00:00+00:00,168,168
68,2025-12-05 16:00:00+00:00,2025-12-12 15:00:00+00:00,168,166
69,2023-12-08 21:00:00+00:00,2023-12-15 20:00:00+00:00,168,167
70,2022-11-12 21:00:00+00:00,2022-11-19 20:00:00+00:00,168,167
71,2024-07-25 05:00:00+00:00,2024-08-01 04:00:00+00:00,168,168
72,2022-03-14 21:00:00+00:00,2022-03-21 20:00:00+00:00,168,166
73,2024-02-28 22:00:00+00:00,2024-03-06 21:00:00+00:00,168,168
74,2024-10-09 20:00:00+00:00,2024-10-16 19:00:00+00:00,168,165
75,2022-06-09 20:00:00+00:00,2022-06-16 19:00:00+00:00,168,168
76,2023-09-12 16:00:00+00:00,2023-09-19 15:00:00+00:00,168,167
77,2025-12-29 15:00:00+00:00,2026-01-05 14:00:00+00:00,168,168
78,2025-09-10 22:00:00+00:00,2025-09-17 21:00:00+00:00,168,168
79,2025-06-23 20:00:00+00:00,2025-06-30 19:00:00+00:00,168,167
80,2022-03-19 16:00:00+00:00,2022-03-26 15:00:00+00:00,168,168
81,2024-03-09 20:00:00+00:00,2024-03-16 19:00:00+00:00,168,168
82,2023-09-26 10:00:00+00:00,2023-10-03 09:00:00+00:00,168,166
83,2025-11-27 00:00:00+00:00,2025-12-03 23:00:00+00:00,168,167
84,2022-07-20 15:00:00+00:00,2022-07-27 14:00:00+00:00,168,168
85,2024-05-27 19:00:00+00:00,2024-06-03 18:00:00+00:00,168,168
86,2025-09-02 09:00:00+00:00,2025-09-09 08:00:00+00:00,168,166
87,2024-11-01 09:00:00+00:00,2024-11-08 08:00:00+00:00,168,168
88,2024-12-30 07:00:00+00:00,2025-01-06 06:00:00+00:00,168,167
89,2023-07-02 19:00:00+00:00,2023-07-09 18:00:00+00:00,168,167
90,2026-01-13 22:00:00+00:00,2026-01-20 21:00:00+00:00,168,167
91,2025-01-02 02:00:00+00:00,2025-01-09 01:00:00+00:00,168,168
92,2025-11-10 11:00:00+00:00,2025-11-17 10:00:00+00:00,168,168
93,2022-10-18 09:00:00+00:00,2022-10-25 08:00:00+00:00,168,167
94,2023-01-19 08:00:00+00:00,2023-01-26 07:00:00+00:00,168,166
95,2024-12-06 02:00:00+00:00,2024-12-13 01:00:00+00:00,168,168
96,2023-12-06 07:00:00+00:00,2023-12-13 06:00:00+00:00,168,167
97,2025-04-30 06:00:00+00:00,2025-05-07 05:00:00+00:00,168,168
98,2025-03-29 22:00:00+00:00,2025-04-05 21:00:00+00:00,168,168
99,2025-02-12 10:00:00+00:00,2025-02-19 09:00:00+00:00,168,168
100,2023-10-12 00:00:00+00:00,2023-10-18 23:00:00+00:00,168,167
