week,start_ts,end_ts,raw_points,clean_points
1,2023-02-07 01:00:00+00:00,2023-02-14 00:00:00+00:00,168,167
2,2022-12-31 09:00:00+00:00,2023-01-07 08:00:00+00:00,168,168
3,2022-11-12 20:00:00+00:00,2022-11-19 19:00:00+00:00,168,167
4,2024-09-27 23:00:00+00:00,2024-10-04 22:00:00+00:00,168,168
5,2023-03-21 23:00:00+00:00,2023-03-28 22:00:00+00:00,168,167
6,2024-01-28 13:00:00+00:00,2024-02-04 12:00:00+00:00,168,168
7,2023-08-17 15:00:00+00:00,2023-08-24 14:00:00+00:00,168,166
8,2023-04-03 05:00:00+00:00,2023-04-10 04:00:00+00:00,168,166
9,2022-12-28 14:00:00+00:00,2023-01-04 13:00:00+00:00,168,168
10,2024-06-05 20:00:00+00:00,2024-06-12 19:00:00+00:00,168,166
11,2023-05-17 01:00:00+00:00,2023-05-24 00:00:00+00:00,168,167
12,2025-03-08 19:00:00+00:00,2025-03-15 18:00:00+00:00,168,168
13,2023-06-05 18:00:00+00:00,2023-06-12 17:00:00+00:00,168,167
14,2024-10-05 18:00:00+00:00,2024-10-12 17:00:00+00:00,168,168
15,2024-03-12 07:00:00+00:00,2024-03-19 06:00:00+00:00,168,168
16,2025-04-24 04:00:00+00:00,2025-05-01 03:00:00+00:00,168,168
17,2024-11-08 07:00:00+00:00,2024-11-15 06:00:00+00:00,168,168
18,2022-08-12 19:00:00+00:00,2022-08-19 18:00:00+00:00,168,167
19,2023-01-03 12:00:00+00:00,2023-01-10 11:00:00+00:00,168,167
20,2026-02-19 10:00:00+00:00,2026-02-26 09:00:00+00:00,168,167
21,2025-04-10 01:00:00+00:00,2025-04-17 00:00:00+00:00,168,168
22,2025-02-06 10:00:00+00:00,2025-02-13 09:00:00+00:00,168,168
23,2025-03-31 00:00:00+00:00,2025-04-06 23:00:00+00:00,168,168
24,2024-12-13 01:00:00+00:00,2024-12-20 00:00:00+00:00,168,168
25,2024-10-03 14:00:00+00:00,2024-10-10 13:00:00+00:00,168,168
26,2024-05-26 14:00:00+00:00,2024-06-02 13:00:00+00:00,168,168
27,2025-08-25 16:00:00+00:00,2025-09-01 15:00:00+00:00,168,168
28,2025-10-19 17:00:00+00:00,2025-10-26 16:00:00+00:00,168,167
29,2022-11-28 09:00:00+00:00,2022-12-05 08:00:00+00:00,168,167
30,2024-02-05 23:00:00+00:00,2024-02-12 22:00:00+00:00,168,168
31,2024-03-10 03:00:00+00:00,2024-03-17 02:00:00+00:00,168,168
32,2024-10-24 03:00:00+00:00,2024-10-31 02:00:00+00:00,168,168
33,2023-10-03 19:00:00+00:00,2023-10-10 18:00:00+00:00,168,166
34,2022-11-07 23:00:00+00:00,2022-11-14 22:00:00+00:00,168,167
35,2025-06-10 14:00:00+00:00,2025-06-17 13:00:00+00:00,168,168
36,2023-03-14 04:00:00+00:00,2023-03-21 03:00:00+00:00,168,168
37,2025-05-29 10:00:00+00:00,2025-06-05 09:00:00+00:00,168,168
38,2024-08-05 10:00:00+00:00,2024-08-12 09:00:00+00:00,168,165
39,2025-10-30 07:00:00+00:00,2025-11-06 06:00:00+00:00,168,168
40,2022-12-07 03:00:00+00:00,2022-12-14 02:00:00+00:00,168,164
41,2024-06-16 03:00:00+00:00,2024-06-23 02:00:00+00:00,168,168
42,2023-05-26 02:00:00+00:00,2023-06-02 01:00:00+00:00,168,168
43,2025-09-06 04:00:00+00:00,2025-09-13 03:00:00+00:00,168,168
44,2023-01-26 11:00:00+00:00,2023-02-02 10:00:00+00:00,168,168
45,2023-10-03 05:00:00+00:00,2023-10-10 04:00:00+00:00,168,167
46,2025-11-13 16:00:00+00:00,2025-11-20 15:00:00+00:00,168,168
47,2022-10-24 03:00:00+00:00,2022-10-31 02:00:00+00:00,168,168
48,2024-05-15 01:00:00+00:00,2024-05-22 00:00:00+00:00,168,167
49,2025-01-11 21:00:00+00:00,2025-01-18 20:00:00+00:00,168,168
50,2023-03-16 21:00:00+00:00,2023-03-23 20:00:00+00:00,168,167
51,2023-11-30 00:00:00+00:00,2023-12-06 23:00:00+00:00,168,168
52,2022-09-05 07:00:00+00:00,2022-09-12 06:00:00+00:00,168,167
53,2022-08-07 18:00:00+00:00,2022-08-14 17:00:00+00:00,168,167
54,2025-08-03 22:00:00+00:00,2025-08-10 21:00:00+00:00,168,168
55,2025-09-14 13:00:00+00:00,2025-09-21 12:00:00+00:00,168,168
56,2024-01-31 12:00:00+00:00,2024-02-07 11:00:00+00:00,168,168
57,2025-11-10 12:00:00+00:00,2025-11-17 11:00:00+00:00,168,168
58,2022-04-26 13:00:00+00:00,2022-05-03 12:00:00+00:00,168,168
59,2023-07-14 11:00:00+00:00,2023-07-21 10:00:00+00:00,168,165
60,2022-03-08 23:00:00+00:00,2022-03-15 22:00:00+00:00,168,167
61,2022-07-23 17:00:00+00:00,2022-07-30 16:00:00+00:00,168,167
62,2022-07-24 15:00:00+00:00,2022-07-31 14:00:00+00:00,168,167
63,2022-09-11 22:00:00+00:00,2022-09-18 21:00:00+00:00,168,167
64,2025-06-08 12:00:00+00:00,2025-06-15 11:00:00+00:00,168,168
65,2025-10-10 23:00:00+00:00,2025-10-17 22:00:00+00:00,168,168
66,2025-08-19 07:00:00+00:00,2025-08-26 06:00:00+00:00,168,167
67,2022-04-13 04:00:00+00:00,2022-04-20 03:00:00+00:00,168,167
68,2023-01-08 07:00:00+00:00,2023-01-15 06:00:00+00:00,168,164
69,2025-10-02 21:00:00+00:00,2025-10-09 20:00:00+00:00,168,168
70,2025-11-22 20:00:00+00:00,2025-11-29 19:00:00+00:00,168,168
71,2025-10-02 17:00:00+00:00,2025-10-09 16:00:00+00:00,168,168
72,2025-03-20 05:00:00+00:00,2025-03-27 04:00:00+00:00,168,168
73,2025-12-08 08:00:00+00:00,2025-12-15 07:00:00+00:00,168,166
74,2022-08-03 09:00:00+00:00,2022-08-10 08:00:00+00:00,168,168
75,2023-02-04 12:00:00+00:00,2023-02-11 11:00:00+00:00,168,167
76,2022-05-22 19:00:00+00:00,2022-05-29 18:00:00+00:00,168,168
77,2024-11-20 23:00:00+00:00,2024-11-27 22:00:00+00:00,168,168
78,2023-01-24 05:00:00+00:00,2023-01-31 04:00:00+00:00,168,166
79,2025-06-07 21:00:00+00:00,2025-06-14 20:00:00+00:00,168,168
80,2025-04-06 16:00:00+00:00,2025-04-13 15:00:00+00:00,168,167
81,2023-11-04 10:00:00+00:00,2023-11-11 09:00:00+00:00,168,168
82,2024-01-08 07:00:00+00:00,2024-01-15 06:00:00+00:00,168,167
83,2025-07-13 20:00:00+00:00,2025-07-20 19:00:00+00:00,168,168
84,2025-01-16 17:00:00+00:00,2025-01-23 16:00:00+00:00,168,167
85,2025-05-06 05:00:00+00:00,2025-05-13 04:00:00+00:00,168,168
86,2024-06-21 16:00:00+00:00,2024-06-28 15:00:00+00:00,168,167
87,2022-03-19 00:00:00+00:00,2022-03-25 23:00:00+00:00,168,168
88,2025-04-13 18:00:00+00:00,2025-04-20 17:00:00+00:00,168,168
89,2025-09-09 01:00:00+00:00,2025-09-16 00:00:00+00:00,168,168
90,2023-07-17 09:00:00+00:00,2023-07-24 08:00:00+00:00,168,168
91,2026-02-03 03:00:00+00:00,2026-02-10 02:00:00+00:00,168,168
92,2022-11-22 08:00:00+00:00,2022-11-29 07:00:00+00:00,168,168
93,2023-03-17 17:00:00+00:00,2023-03-24 16:00:00+00:00,168,167
94,2026-02-10 01:00:00+00:00,2026-02-17 00:00:00+00:00,168,168
95,2025-12-05 19:00:00+00:00,2025-12-12 18:00:00+00:00,168,166
96,2025-02-05 04:00:00+00:00,2025-02-12 03:00:00+00:00,168,168
97,2024-02-18 19:00:00+00:00,2024-02-25 18:00:00+00:00,168,168
