week,start_ts,end_ts,raw_points,clean_points
26,2025-09-13 12:00:00+00:00,2025-09-20 11:00:00+00:00,168,168
27,2025-06-02 06:00:00+00:00,2025-06-09 05:00:00+00:00,168,168
28,2023-06-28 15:00:00+00:00,2023-07-05 14:00:00+00:00,168,167
29,2023-11-23 21:00:00+00:00,2023-11-30 20:00:00+00:00,168,168
30,2025-06-18 02:00:00+00:00,2025-06-25 01:00:00+00:00,168,168
31,2022-03-20 04:00:00+00:00,2022-03-27 03:00:00+00:00,168,168
32,2025-11-29 06:00:00+00:00,2025-12-06 05:00:00+00:00,168,167
33,2024-02-16 18:00:00+00:00,2024-02-23 17:00:00+00:00,168,168
34,2023-08-17 13:00:00+00:00,2023-08-24 12:00:00+00:00,168,166
35,2025-05-23 21:00:00+00:00,2025-05-30 20:00:00+00:00,168,168
36,2025-02-03 09:00:00+00:00,2025-02-10 08:00:00+00:00,168,168
37,2023-10-02 17:00:00+00:00,2023-10-09 16:00:00+00:00,168,167
38,2024-02-12 19:00:00+00:00,2024-02-19 18:00:00+00:00,168,168
39,2024-01-15 19:00:00+00:00,2024-01-22 18:00:00+00:00,168,168
40,2026-02-11 09:00:00+00:00,2026-02-18 08:00:00+00:00,168,168
41,2024-05-27 09:00:00+00:00,2024-06-03 08:00:00+00:00,168,168
42,2025-01-20 15:00:00+00:00,2025-01-27 14:00:00+00:00,168,167
43,2025-04-24 04:00:00+00:00,2025-05-01 03:00:00+00:00,168,168
44,2024-01-08 02:00:00+00:00,2024-01-15 01:00:00+00:00,168,167
45,2024-10-25 10:00:00+00:00,2024-11-01 09:00:00+00:00,168,168
46,2024-09-13 21:00:00+00:00,2024-09-20 20:00:00+00:00,168,168
47,2022-04-01 06:00:00+00:00,2022-04-08 05:00:00+00:00,168,168
48,2025-10-21 02:00:00+00:00,2025-10-28 01:00:00+00:00,168,167
49,2023-09-24 18:00:00+00:00,2023-10-01 17:00:00+00:00,168,167
50,2024-01-14 04:00:00+00:00,2024-01-21 03:00:00+00:00,168,168
51,2023-03-20 18:00:00+00:00,2023-03-27 17:00:00+00:00,168,167
52,2024-08-01 01:00:00+00:00,2024-08-08 00:00:00+00:00,168,168
53,2023-02-14 15:00:00+00:00,2023-02-21 14:00:00+00:00,168,167
54,2023-06-04 18:00:00+00:00,2023-06-11 17:00:00+00:00,168,167
55,2022-05-27 22:00:00+00:00,2022-06-03 21:00:00+00:00,168,168
56,2023-09-19 13:00:00+00:00,2023-09-26 12:00:00+00:00,168,168
57,2025-05-08 11:00:00+00:00,2025-05-15 10:00:00+00:00,168,168
58,2023-10-07 01:00:00+00:00,2023-10-14 00:00:00+00:00,168,168
59,2023-07-09 16:00:00+00:00,2023-07-16 15:00:00+00:00,168,165
60,2023-11-18 16:00:00+00:00,2023-11-25 15:00:00+00:00,168,168
61,2023-12-23 01:00:00+00:00,2023-12-30 00:00:00+00:00,168,168
62,2022-09-08 01:00:00+00:00,2022-09-15 00:00:00+00:00,168,167
63,2022-09-17 00:00:00+00:00,2022-09-23 23:00:00+00:00,168,166
64,2022-10-13 07:00:00+00:00,2022-10-20 06:00:00+00:00,168,165
65,2023-02-11 01:00:00+00:00,2023-02-18 00:00:00+00:00,168,164
66,2023-11-26 10:00:00+00:00,2023-12-03 09:00:00+00:00,168,168
67,2024-05-10 02:00:00+00:00,2024-05-17 01:00:00+00:00,168,167
68,2024-08-11 22:00:00+00:00,2024-08-18 21:00:00+00:00,168,167
69,2023-09-05 22:00:00+00:00,2023-09-12 21:00:00+00:00,168,166
70,2022-07-21 11:00:00+00:00,2022-07-28 10:00:00+00:00,168,167
71,2023-03-15 01:00:00+00:00,2023-03-22 00:00:00+00:00,168,168
72,2024-02-03 03:00:00+00:00,2024-02-10 02:00:00+00:00,168,168
73,2023-11-12 17:00:00+00:00,2023-11-19 16:00:00+00:00,168,166
74,2023-01-12 06:00:00+00:00,2023-01-19 05:00:00+00:00,168,166
75,2024-12-08 19:00:00+00:00,2024-12-15 18:00:00+00:00,168,168
76,2025-03-11 15:00:00+00:00,2025-03-18 14:00:00+00:00,168,168
77,2022-05-22 16:00:00+00:00,2022-05-29 15:00:00+00:00,168,168
78,2022-04-09 04:00:00+00:00,2022-04-16 03:00:00+00:00,168,168
79,2023-07-14 01:00:00+00:00,2023-07-21 00:00:00+00:00,168,165
80,2023-04-08 08:00:00+00:00,2023-04-15 07:00:00+00:00,168,167
81,2022-12-19 22:00:00+00:00,2022-12-26 21:00:00+00:00,168,168
82,2025-02-18 13:00:00+00:00,2025-02-25 12:00:00+00:00,168,167
83,2022-08-23 12:00:00+00:00,2022-08-30 11:00:00+00:00,168,167
84,2023-04-19 14:00:00+00:00,2023-04-26 13:00:00+00:00,168,167
85,2025-03-13 04:00:00+00:00,2025-03-20 03:00:00+00:00,168,168
86,2026-01-02 18:00:00+00:00,2026-01-09 17:00:00+00:00,168,168
87,2023-08-14 19:00:00+00:00,2023-08-21 18:00:00+00:00,168,165
88,2023-02-07 21:00:00+00:00,2023-02-14 20:00:00+00:00,168,166
89,2025-05-31 03:00:00+00:00,2025-06-07 02:00:00+00:00,168,168
90,2024-06-16 08:00:00+00:00,2024-06-23 07:00:00+00:00,168,168
91,2025-11-30 14:00:00+00:00,2025-12-07 13:00:00+00:00,168,167
92,2025-03-31 18:00:00+00:00,2025-04-07 17:00:00+00:00,168,168
93,2023-06-20 08:00:00+00:00,2023-06-27 07:00:00+00:00,168,167
94,2023-01-19 00:00:00+00:00,2023-01-25 23:00:00+00:00,168,165
95,2022-10-24 13:00:00+00:00,2022-10-31 12:00:00+00:00,168,168
96,2024-10-21 12:00:00+00:00,2024-10-28 11:00:00+00:00,168,168
97,2023-10-10 02:00:00+00:00,2023-10-17 01:00:00+00:00,168,167
98,2022-03-03 20:00:00+00:00,2022-03-10 19:00:00+00:00,168,167
99,2022-06-19 00:00:00+00:00,2022-06-25 23:00:00+00:00,168,168
100,2024-11-20 22:00:00+00:00,2024-11-27 21:00:00+00:00,168,168
