week,start_ts,end_ts,raw_points,clean_points
1,2023-02-10 17:00:00+00:00,2023-02-17 16:00:00+00:00,168,164
2,2023-12-16 10:00:00+00:00,2023-12-23 09:00:00+00:00,168,168
3,2026-01-13 13:00:00+00:00,2026-01-20 12:00:00+00:00,168,166
4,2022-09-06 16:00:00+00:00,2022-09-13 15:00:00+00:00,168,167
5,2024-10-19 21:00:00+00:00,2024-10-26 20:00:00+00:00,168,168
6,2023-06-15 00:00:00+00:00,2023-06-21 23:00:00+00:00,168,168
7,2025-08-07 02:00:00+00:00,2025-08-14 01:00:00+00:00,168,168
8,2022-06-02 06:00:00+00:00,2022-06-09 05:00:00+00:00,168,165
9,2023-11-14 21:00:00+00:00,2023-11-21 20:00:00+00:00,168,167
10,2023-10-31 16:00:00+00:00,2023-11-07 15:00:00+00:00,168,167
11,2025-04-08 13:00:00+00:00,2025-04-15 12:00:00+00:00,168,167
12,2022-05-19 08:00:00+00:00,2022-05-26 07:00:00+00:00,168,168
13,2025-05-25 10:00:00+00:00,2025-06-01 09:00:00+00:00,168,168
14,2024-08-05 13:00:00+00:00,2024-08-12 12:00:00+00:00,168,166
15,2023-06-10 02:00:00+00:00,2023-06-17 01:00:00+00:00,168,166
16,2024-08-31 05:00:00+00:00,2024-09-07 04:00:00+00:00,168,168
17,2024-03-22 22:00:00+00:00,2024-03-29 21:00:00+00:00,168,168
18,2024-03-22 16:00:00+00:00,2024-03-29 15:00:00+00:00,168,168
19,2023-01-22 18:00:00+00:00,2023-01-29 17:00:00+00:00,168,166
20,2022-05-18 12:00:00+00:00,2022-05-25 11:00:00+00:00,168,168
21,2022-03-12 20:00:00+00:00,2022-03-19 19:00:00+00:00,168,166
22,2022-10-01 03:00:00+00:00,2022-10-08 02:00:00+00:00,168,168
23,2025-04-08 22:00:00+00:00,2025-04-15 21:00:00+00:00,168,167
24,2023-09-16 18:00:00+00:00,2023-09-23 17:00:00+00:00,168,167
25,2025-08-18 02:00:00+00:00,2025-08-25 01:00:00+00:00,168,166
