origin_ts,target_ts,predicted_price_1m,predicted_price_5m,predicted_price_10m,predicted_price_15m,predicted_price_30m,predicted_price_60m,move_1m_pct,move_5m_pct,move_10m_pct,move_15m_pct,move_30m_pct,move_60m_pct,signal,signal_type,entry_price,target_exit_price,stop_loss,take_profit,signal_reason,model_fitted_at,model_expires_at,evaluated
2026-03-11 09:10:00+00:00,2026-03-11 10:10:00+00:00,69596.4390941467,69597.2889363882,69599.26743655965,69600.47809478556,69592.76735477948,69586.12823311251,-0.0009496169428135914,0.00027147163919050143,0.003114262748926677,0.004853786703118423,-0.00622532436053147,-0.01576468974640033,hold,none,69597.1,,,,adaptive edge below threshold: |move_60m| < 0.030%,2026-03-11 09:10:00+00:00,2026-03-11 10:10:00+00:00,False
