symbol,week,start_ts,end_ts,model,n_points,MAE,RMSE,MAPE
BTCUSDT,1,2023-08-16 22:00:00+00:00,2023-08-23 21:00:00+00:00,naive,166,83.99705882352988,114.86369031570068,0.3220615488418594
BTCUSDT,1,2023-08-16 22:00:00+00:00,2023-08-23 21:00:00+00:00,arima,166,84.94406878334816,115.21353840109704,0.32571916716051597
BTCUSDT,1,2023-08-16 22:00:00+00:00,2023-08-23 21:00:00+00:00,ast,166,252.41198127973576,291.6437667780374,0.9643153081907977
BTCUSDT,2,2025-03-03 00:00:00+00:00,2025-03-09 23:00:00+00:00,naive,167,302.97352941176615,457.392434477931,0.36346596039028267
BTCUSDT,2,2025-03-03 00:00:00+00:00,2025-03-09 23:00:00+00:00,arima,167,301.9081163177821,460.61625731660683,0.36219171521432525
BTCUSDT,2,2025-03-03 00:00:00+00:00,2025-03-09 23:00:00+00:00,ast,167,1666.1844675414004,2525.3914174553233,2.016540804291202
BTCUSDT,3,2024-12-01 12:00:00+00:00,2024-12-08 11:00:00+00:00,naive,168,222.63823529411886,278.12802014222785,0.22338500742553952
BTCUSDT,3,2024-12-01 12:00:00+00:00,2024-12-08 11:00:00+00:00,arima,168,293.6281400586779,365.0279294622403,0.2945748689111386
BTCUSDT,3,2024-12-01 12:00:00+00:00,2024-12-08 11:00:00+00:00,ast,168,505.5580663101533,617.1268684726572,0.5080955174226894
BTCUSDT,4,2026-02-05 04:00:00+00:00,2026-02-12 03:00:00+00:00,naive,168,328.40294117646965,405.13497351463604,0.4864380908837367
BTCUSDT,4,2026-02-05 04:00:00+00:00,2026-02-12 03:00:00+00:00,arima,168,327.8874669286584,403.1431862182404,0.48573981984989056
BTCUSDT,4,2026-02-05 04:00:00+00:00,2026-02-12 03:00:00+00:00,ast,168,1215.4089784066666,1371.5308297318732,1.8108458022064677
BTCUSDT,5,2024-04-13 05:00:00+00:00,2024-04-20 04:00:00+00:00,naive,168,358.8264705882357,608.670696489248,0.5664428149220706
BTCUSDT,5,2024-04-13 05:00:00+00:00,2024-04-20 04:00:00+00:00,arima,168,420.5716822939407,654.2832429233525,0.662294631324195
BTCUSDT,5,2024-04-13 05:00:00+00:00,2024-04-20 04:00:00+00:00,ast,168,584.2191498031113,754.1665404962013,0.9132418370599881
BTCUSDT,6,2022-08-31 19:00:00+00:00,2022-09-07 18:00:00+00:00,naive,167,79.8970588235294,154.29738761083874,0.4197255437380083
BTCUSDT,6,2022-08-31 19:00:00+00:00,2022-09-07 18:00:00+00:00,arima,167,80.87729197256265,158.11619696745765,0.42509440631291917
BTCUSDT,6,2022-08-31 19:00:00+00:00,2022-09-07 18:00:00+00:00,ast,167,461.61060151176173,534.3858658704573,2.451626684443519
BTCUSDT,7,2025-03-06 11:00:00+00:00,2025-03-13 10:00:00+00:00,naive,167,393.19411764705944,522.9307984810245,0.4753333306923153
BTCUSDT,7,2025-03-06 11:00:00+00:00,2025-03-13 10:00:00+00:00,arima,167,395.05684145936794,527.0405296883984,0.4775994487128064
BTCUSDT,7,2025-03-06 11:00:00+00:00,2025-03-13 10:00:00+00:00,ast,167,1796.6339118532153,1907.7323851447993,2.1636133425508075
BTCUSDT,8,2026-02-06 09:00:00+00:00,2026-02-13 08:00:00+00:00,naive,168,323.1176470588231,406.42751035882145,0.48438024380820893
BTCUSDT,8,2026-02-06 09:00:00+00:00,2026-02-13 08:00:00+00:00,arima,168,322.9905760175211,404.08911245338567,0.484207836014789
BTCUSDT,8,2026-02-06 09:00:00+00:00,2026-02-13 08:00:00+00:00,ast,168,747.2381688330497,960.6783666681358,1.1284466969329938
BTCUSDT,9,2024-10-22 05:00:00+00:00,2024-10-29 04:00:00+00:00,naive,168,184.64117647058703,250.98918537751763,0.26684490251047516
BTCUSDT,9,2024-10-22 05:00:00+00:00,2024-10-29 04:00:00+00:00,arima,168,184.43597748598233,251.1389389898625,0.26654159098296754
BTCUSDT,9,2024-10-22 05:00:00+00:00,2024-10-29 04:00:00+00:00,ast,168,1439.4512469995716,1762.3878470305824,2.0685088103843143
BTCUSDT,10,2023-05-30 16:00:00+00:00,2023-06-06 15:00:00+00:00,naive,167,90.54117647058871,190.63832402808066,0.34932803986348354
BTCUSDT,10,2023-05-30 16:00:00+00:00,2023-06-06 15:00:00+00:00,arima,167,90.80493483734608,190.80104343627292,0.350339491760089
BTCUSDT,10,2023-05-30 16:00:00+00:00,2023-06-06 15:00:00+00:00,ast,167,1529.2709678871963,1615.4273278732355,5.918110053431901
