week,start_ts,end_ts,raw_points,clean_points
1,2023-02-08 23:00:00+00:00,2023-02-15 22:00:00+00:00,168,165
2,2024-01-01 18:00:00+00:00,2024-01-08 17:00:00+00:00,168,167
3,2023-09-10 01:00:00+00:00,2023-09-17 00:00:00+00:00,168,167
4,2023-05-27 02:00:00+00:00,2023-06-03 01:00:00+00:00,168,168
5,2024-10-15 19:00:00+00:00,2024-10-22 18:00:00+00:00,168,168
6,2023-06-14 03:00:00+00:00,2023-06-21 02:00:00+00:00,168,167
7,2024-11-10 06:00:00+00:00,2024-11-17 05:00:00+00:00,168,168
8,2024-03-24 05:00:00+00:00,2024-03-31 04:00:00+00:00,168,168
9,2025-08-23 21:00:00+00:00,2025-08-30 20:00:00+00:00,168,168
10,2024-04-15 00:00:00+00:00,2024-04-21 23:00:00+00:00,168,167
