week,start_ts,end_ts,raw_points,clean_points
1,2022-05-19 08:00:00+00:00,2022-05-26 07:00:00+00:00,168,168
2,2026-01-06 05:00:00+00:00,2026-01-13 04:00:00+00:00,168,168
3,2026-02-13 21:00:00+00:00,2026-02-20 20:00:00+00:00,168,168
4,2023-03-15 00:00:00+00:00,2023-03-21 23:00:00+00:00,168,168
5,2023-07-09 08:00:00+00:00,2023-07-16 07:00:00+00:00,168,166
6,2025-09-22 03:00:00+00:00,2025-09-29 02:00:00+00:00,168,167
7,2026-01-15 11:00:00+00:00,2026-01-22 10:00:00+00:00,168,165
8,2024-11-22 05:00:00+00:00,2024-11-29 04:00:00+00:00,168,168
9,2022-10-09 06:00:00+00:00,2022-10-16 05:00:00+00:00,168,165
10,2022-09-16 00:00:00+00:00,2022-09-22 23:00:00+00:00,168,166
11,2023-11-05 03:00:00+00:00,2023-11-12 02:00:00+00:00,168,168
12,2023-12-10 08:00:00+00:00,2023-12-17 07:00:00+00:00,168,168
13,2023-12-21 15:00:00+00:00,2023-12-28 14:00:00+00:00,168,168
14,2025-08-09 05:00:00+00:00,2025-08-16 04:00:00+00:00,168,168
15,2023-03-02 12:00:00+00:00,2023-03-09 11:00:00+00:00,168,167
16,2024-09-19 07:00:00+00:00,2024-09-26 06:00:00+00:00,168,168
17,2024-05-03 16:00:00+00:00,2024-05-10 15:00:00+00:00,168,168
18,2025-10-28 10:00:00+00:00,2025-11-04 09:00:00+00:00,168,168
19,2022-04-06 23:00:00+00:00,2022-04-13 22:00:00+00:00,168,168
20,2022-04-27 17:00:00+00:00,2022-05-04 16:00:00+00:00,168,168
