symbol,model,MAE,RMSE,MAPE
BTCUSDT,naive,288.77556970509374,433.3764107425202,0.30158059700642226
BTCUSDT,lstm,289.75610344253306,436.9188719709695,0.3027552802029587
BTCUSDT,nbeats,334.8134603951056,467.87811978506335,0.3451153070981451
